Chocolate Covered Marshmallows | 96 | 66 | 4.59493684768677 | 45 m | 2 cups semisweet chocolate chips; 10 large marshmallows | Melt the chocolate in a microwave-safe glass or ceramic bowl in 30-second intervals, stirring after each interval. Do not overheat or chocolate will scorch.; Dip the marshmallows in chocolate using a toothpick or fork to hold them. Place on waxed paper or aluminum foil, and freeze. Let marshmallows sit at room temperature for 5 minutes before serving. | Home; Recipes; Desserts; Chocolate
'So This Is What Heaven Tastes Like!' Cream Cheese Bars | 60 | 60 | 4.02597379684448 | 1 h | 1 1/2 cups margarine, softened; 1 (8 ounce) package cream cheese, softened; 1 1/2 cups white sugar; 3 eggs; 2 tablespoons vanilla extract; 3 cups all-purpose flour; 1 1/2 teaspoons salt; 2 cups semisweet chocolate chips; 1 cup chopped walnuts (optional); 1/2 cup well-drained chopped maraschino cherries (optional) | Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan.; Beat the margarine, cream cheese, and sugar with an electric mixer in a large bowl until smooth. Add the eggs one at a time, allowing each egg to blend into the margarine mixture before adding the next. Beat in the vanilla with the last egg. Mix in the flour, salt, chocolate chips, and walnuts until just incorporated. Fold in the maraschino cherries; mixing just enough to evenly combine. Spread the batter evenly in the prepared pan.; Bake in the preheated oven until a toothpick inserted in the center comes out nearly clean, about 25 minutes. Watch closely - the finished bars will be very pale in color. Remove from oven immediately if the sides begin to pull away from the pan. Cool pan on a wire rack before cutting into bars. | Home; Recipes; Desserts; Cookies; Brownies; Nut Brownies
Chocolate Cupcakes with Caramel Frosting | 120 | 63 | 4.27272748947144 | 1 h 40 m | 1 cup white sugar; 2 cups all-purpose flour; 1/4 cup unsweetened cocoa powder; 2 teaspoons baking soda; 1 cup water; 2 tablespoons grape jelly; 1 cup mayonnaise; 1 teaspoon vanilla extract; 1/4 cup butter, melted; 1/3 cup half-and-half cream; 3/4 cup packed brown sugar; 1/2 teaspoon vanilla extract; 1 3/4 cups confectioners' sugar | Preheat oven to 350 degrees F (175 degrees C). Grease 15 muffin cups or line with paper baking cups.; In a large bowl, stir together the white sugar, flour, cocoa, and baking soda. Make a well in the center, and pour in the water, grape jelly, mayonnaise, and 1 teaspoon of vanilla. Mix just until blended. Spoon the batter into the prepared cups, dividing evenly.; Bake in the preheated oven until the tops spring back when lightly pressed, 20 to 25 minutes. Cool in the pan set over a wire rack. When cool, arrange the cupcakes on a serving platter.; Make the frosting while the cupcakes cool. Combine the butter, half-and-half and brown sugar in a medium saucepan. Bring to a boil, stirring frequently. Remove from the heat and stir in the confectioners' sugar and vanilla. Set the pan over a bowl of ice water and whisk or beat with an electric mixer until fluffy. Frost cupcakes when they are completely cool. | Home; Recipes; Desserts; Frostings and Icings; Chocolate
Summer Berry Parfait with Yogurt and Granola | 88 | 56 | 4.77922058105469 | 10 m | 3/4 cup sliced strawberries; 3/4 cup blueberries; 1 (6 ounce) container vanilla yogurt; 1 tablespoon wheat germ; 1/2 banana, sliced; 1/3 cup granola | Layer 1/4 cup strawberries, 1/4 cup blueberries, 1/3 container yogurt, 1/3 tablespoon wheat germ, 1/3 of the sliced banana, and about 2 tablespoons of granola in a large bowl. Continue to build the parfait, repeating the layers until all of the ingredients are used completely. | Home; Recipes; Desserts; Specialty Desserts
No Bake Cereal Cookies | 99 | 70 | 4.33766222000122 | 30 m | 1 cup white sugar; 1 cup white corn syrup; 1 cup peanut butter; 6 cups crispy rice cereal | Bring sugar and syrup to a boil. Add peanut butter and stir well. Remove from heat. Stir in cereal (see Cook's Note).; Pat into a lightly greased 9x13-inch pan, or drop by spoonfuls onto waxed paper.; Allow to cool before slicing bars. | Home; Recipes; Desserts; Cookies; No-Bake Cookies
Hungarian Flourless Hazelnut Cake | 102 | 71 | 4.42857122421265 | 1 h 30 m | 12 ounces hazelnuts; 2 teaspoons baking powder; 6 egg yolks; 5/8 cup white sugar; 6 egg whites; 1 pint heavy whipping cream; 1/8 cup chopped hazelnuts, for garnish | Preheat the oven to 325 degrees F (165 degrees C). Grease and flour a 9-inch springform pan. Grind hazelnuts until very fine. Add baking powder and set aside.; In a large bowl, whip the egg yolks with the sugar until pale yellow in color. Beat in the ground hazelnut mixture.; In a separate CLEAN bowl, with a CLEAN whisk, whip the egg whites until stiff. Quickly fold 1/3 of the egg whites into the yolk mixture, then add the remaining whites and fold in until no streaks remain.; Pour into a 9 inch springform. Bake in preheated oven for 60 to 75 minutes, or until top of cake springs back when lightly tapped. Cool on wire rack.; When cake is cool, slice horizontally into 3 layers. Whip the cream until stiff, and spread generously between layers, on top and on the sides of the cake. Sprinkle chopped hazelnuts on top for decoration. | Home; Recipes; World Cuisine; European; Eastern European; Hungarian
Fudgy Cream Cheese Tunnel Cake | 83 | 63 | 4.40259742736816 | 2 h 35 m | 1 1/4 cups semisweet chocolate chips; 2 (8 ounce) packages cream cheese, softened; 3/4 cup white sugar; 3 tablespoons heavy cream; 1 (18.25 ounce) package chocolate cake mix; 3/4 cup cold, brewed coffee; 1/4 cup vegetable oil; 3 eggs; 2/3 cup chopped pecans; 1/2 cup heavy whipping cream; 1/2 cup semisweet chocolate chips | Preheat oven to 350 degrees F (175 degrees C). Grease and lightly flour a 10-inch tube or Bundt pan, tapping out excess.; In a small saucepan over medium heat, melt 1 1/4 cups chocolate chips.; In a bowl, beat together the cream cheese, sugar, 3 tablespoons heavy cream, and melted chocolate until smooth.; In a separate bowl, beat together the cake mix, coffee, oil, and eggs until just mixed. Pour into the prepared pan. Sprinkle with nuts. Mound the cream cheese mixture around the pan, but do not spread to the edges.; Bake in the preheated oven for 55-65 minutes, until a toothpick inserted in the center comes out clean. Cool 1 hour in the pan before inverting.; To prepare the glaze, heat 1/2 cup heavy cream in small saucepan over medium heat until the edges are bubbly. Mix in 1/2 cup chocolate chips, and stir until melted and smooth. Simmer one minute, until slightly thickened. Pour glaze over the cake, letting it to flow down the sides. Cool completely, allowing the glaze to set. Store in the refrigerator. | Home; Recipes; Desserts; Cakes; Cake Mix Cakes; Bundt Cake
Tiny Tarts | 101 | 60 | 4.66233777999878 | 2 h | 1/2 cup butter, softened; 1 (3 ounce) package cream cheese, softened; 1 cup all-purpose flour; 1 egg; 3/4 cup packed brown sugar; 1 tablespoon margarine, melted; 1/2 cup chopped pecans | Preheat the oven toe 325 degrees F (165 degrees C).; Beat softened margarine or butter and cream cheese until thoroughly combined. Stir in flour.; Using 24 ungreased 1 3/4 inch mini muffin cups, press a rounded teaspoon of pastry evenly into the bottom and up the sides of each cup.; To Make The Filling: Beat the egg and mix in the brown sugar, melted margarine or butter and the chopped pecans.; Fill each pastry-lined muffin cup with about 1 heaping teaspoon of pecan filling. Bake at 325 degrees F (165 degrees C) for about 30 minutes or until pastry is golden and filling is puffed. Cool slightly in the muffin cups, then remove and cool completely on a wire rack. | Home; Recipes; Desserts; Cookies; Filled Cookies
Cranberry Apple Pie I | 74 | 65 | 4.62337684631348 | 1 h 30 m | 1 (9 inch) deep dish pie crust; 6 apples - peeled, cored and chopped; 1 (12 ounce) package fresh cranberries, roughly chopped; 1 1/2 cups white sugar; 1/3 cup quick-cooking tapioca; 1 1/2 cups all-purpose flour; 3/4 cup packed brown sugar; 1 teaspoon ground cinnamon; 1/2 teaspoon salt; 2/3 cup unsalted butter; 1 egg, lightly beaten | Preheat oven to 325 degrees F (165 degrees C). Invert pie shell over another pie pan of equal size. This will keep the crust from shrinking down into the pan. Bake in this position for 10 minutes, until partially baked. Turn right side up, and remove the extra pie pan from inside the crust.; In a large bowl, combine apples, cranberries, and sugar. Cover, and set aside for about 20 minutes. Mix in tapioca, and set aside for 15 to 20 minutes, until tapioca has absorbed fruit juice. Spread mixture into the partially baked pie shell.; In a medium bowl, combine flour, brown sugar, cinnamon, salt, and butter. Work mixture with fingertips until crumbly. Spread mixture over the apple-cranberry filling. Brush exposed pie shell with lightly beaten egg.; Place the pie on a cookie sheet to catch drips. Bake 45 to 60 minutes on the bottom rack of the preheated oven, or until apples are tender when tested with a wooden pick. | Home; Recipes; Desserts; Pies; Fruit Pies; Cranberry Pie
Puerto Rican Breakfast Custard | 164 | 63 | 4.65789461135864 | 30 m | 2 tablespoons cornstarch; 1/8 teaspoon salt; 3 tablespoons white sugar; 1/8 teaspoon ground cinnamon; 2 cups whole milk | Whisk together the cornstarch, salt, sugar, and cinnamon in a large saucepan. Stir in the milk to evenly blend ingredients, and set over medium-high heat. Continue whisking and cooking until custard reaches a thick consistency, 25 to 30 minutes. It is important to stir the entire time, or the custard can easily burn or clump. The custard will continue to thicken as it cools. Spoon into bowls to serve. | Home; Recipes; World Cuisine; Latin American; Caribbean
Gluten-Free Moist Chocolate Cake | 150 | 65 | 4.73684215545654 | 1 h 45 m | 1 1/3 cups water; 2/3 cup quinoa; 3/4 cup butter, melted and cooled; 1/3 cup milk; 4 large eggs; 1 teaspoon vanilla extract; 1 1/2 cups white sugar; 1 cup unsweetened cocoa powder; 1 1/2 teaspoons baking powder; 1/2 teaspoon baking soda; 1/2 teaspoon salt | Bring water and quinoa to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer for 10 minutes. Turn off the heat and let sit until quinoa is tender and water is absorbed, about 10 minutes more. Fluff with a fork and cool to room temperature.; Preheat oven to 350 degrees F (175 degrees C). Lightly grease two 8-inch cake pans and line the bottoms of the pans with parchment paper.; Blend butter, milk, eggs, and vanilla extract in a blender until combined. Add 2 cups cooked quinoa and blend until smooth, scraping down the sides of the blender with a rubber spatula as necessary.; Whisk sugar, cocoa powder, baking powder, baking soda, and salt together in a bowl. Add quinoa mixture into sugar mixture and whisk until batter is smooth. Pour batter into prepared cake pans.; Bake in the preheated oven until a knife inserted into the center of the cakes comes out clean, 40 to 45 minutes. Cool completely in the pans before removing to a plate. | Home; Recipes; Desserts; Chocolate
Chocolate Kiss Cookies | 94 | 61 | 4.32467555999756 | 1 h | 1 cup margarine, softened; 1/2 cup white sugar; 1 teaspoon vanilla extract; 1 3/4 cups all-purpose flour; 1 cup finely chopped walnuts; 1 (6 ounce) bag milk chocolate candy kisses; 1/3 cup confectioners' sugar for decoration | In a large bowl, cream margarine with sugar and vanilla until light and fluffy. Mix in flour and walnuts, beating on low speed of an electric mixer until well mixed. Cover, and refrigerate dough for 2 hours, or until firm enough to handle.; Preheat oven to 375 degrees F (190 degrees C).; Remove wrappers from chocolate kisses. Shape approximately 1 tablespoon of dough around each chocolate kiss; be sure to cover chocolate completely. Place cookies on an ungreased cookie sheet.; Bake for 10 to 12 minutes in the preheated oven. While cookies are still warm, roll them in confectioners' sugar. | Home; Recipes; Desserts; Cookies; Filled Cookies
Too Easy Peach Cobbler | 131 | 70 | 4.55263137817383 | 55 m | 6 fresh peaches - pitted, skinned, and sliced; 1 1/2 cups white sugar; 2 tablespoons all-purpose flour; 1 egg; 1/2 cup butter, melted; 5 slices white bread | Preheat oven to 350 degrees F (175 degrees C). Butter an 8-inch square baking dish.; Cut crust from bread slices, and cut each into 4 or 5 strips. Spread fruit into prepared pan, and cover with a layer of bread strips.; Beat together butter, sugar, and flour; mix in egg. Pour mixture over the fruit and bread.; Bake in preheated oven for 35 to 45 minutes, or until golden brown. | Home; Recipes; Desserts; Fruit Desserts; Peach Desserts
Rice Cereal Energy Bars | 84 | 70 | 4.6710524559021 | 30 m | 1/2 cup sesame seeds; 1/2 cup sunflower seeds; 1 pinch salt; 1/2 cup chopped dates; 1/2 cup raisins; 1/2 cup dried apricots; 1/2 cup dried cherries; 1/2 cup semisweet chocolate chips; 1 cup rolled oats; 7 cups crisp rice cereal; 1 cup corn syrup; 1 cup white sugar; 1 1/2 cups crunchy peanut butter; 1 cup powdered milk; 1 teaspoon vanilla extract; 1/2 teaspoon almond extract | Combine the sesame seeds and sunflower seeds in a dry skillet over medium heat. Cook, stirring until fragrant and toasted. Salt lightly, and set aside to cool.; Combine the dates, raisins, apricots, cherries, chocolate chips and the toasted seeds in the container of a food processor. Pulse to chop until small but not pasty. Transfer to a large bowl, and mix with oats and crisp rice cereal.; In a small glass bowl, mix together the corn syrup, sugar and peanut butter. Heat in the microwave until bubbly. Stir in the powdered milk, vanilla, and almond extract. Pour the peanut butter mixture over the bowl of cereal and goodies, and mix with a wooden spoon until everything is evenly coated.; Press the mixture into a greased 10x15 inch jellyroll pan using wet hands. Cut into squares, and allow to cool completely before removing from the pan. | Home; Recipes; Appetizers and Snacks; Snacks; Granola Bars
Sweet Cottage Cheese and Bananas | 70 | 68 | 4.27631568908691 | 5 m | 1/2 cup cottage cheese; 2 teaspoons honey; 1 banana, sliced | In a small serving bowl, stir together the cottage cheese, honey, and banana slices. Serve or eat immediately. | Home; Recipes; Desserts; Fruit Desserts; Banana Desserts
Gooey Bars | 76 | 67 | 4.15789461135864 | 55 m | 1 (18.25 ounce) package yellow cake mix; 1/2 cup butter, melted; 1 egg; 1 cup semisweet chocolate chips; 1 (8 ounce) package cream cheese, softened; 2 eggs; 3 1/2 cups confectioners' sugar | Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch pan.; In a large bowl, mix together the cake mix, melted butter and 1 egg until smooth. Batter will be thick. Spread evenly into the bottom of the prepared pan. Next, sprinkle the chocolate chips over the layer of dough. Finally, beat the cream cheese, 2 eggs and confectioners' sugar together in a medium bowl until smooth. Pour as evenly as you can over the chocolate chips.; Bake for 35 to 40 minutes in the preheated oven, until the top is set. Let cool for at least 30 minutes before cutting into bars. | Home; Recipes; Desserts; Cookies; Cake Mix Cookies
White Brownies | 81 | 62 | 3.86842107772827 | 35 m | 1 (18.25 ounce) package white cake mix; 1/3 cup brown sugar; 1 egg; 1/3 cup milk; 1 cup butterscotch chips | Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x13 inch baking pan.; In a large bowl, stir together the cake mix and brown sugar. Add egg and milk; mix until well blended. Stir in the butterscotch chips. Spread the dough evenly into the prepared pan.; Bake for 25 to 30 minutes in the preheated oven, until brownies pull away form the edge of the pan slightly. Cool in the pan on a wire rack then cut into bars. | Home; Recipes; Desserts; Cookies; Cake Mix Cookies
Puerto Rican Breakfast Custard | 164 | 63 | 4.65789461135864 | 30 m | 2 tablespoons cornstarch; 1/8 teaspoon salt; 3 tablespoons white sugar; 1/8 teaspoon ground cinnamon; 2 cups whole milk | Whisk together the cornstarch, salt, sugar, and cinnamon in a large saucepan. Stir in the milk to evenly blend ingredients, and set over medium-high heat. Continue whisking and cooking until custard reaches a thick consistency, 25 to 30 minutes. It is important to stir the entire time, or the custard can easily burn or clump. The custard will continue to thicken as it cools. Spoon into bowls to serve. | Home; Recipes; World Cuisine; Latin American; Caribbean
Gluten-Free Moist Chocolate Cake | 150 | 65 | 4.73684215545654 | 1 h 45 m | 1 1/3 cups water; 2/3 cup quinoa; 3/4 cup butter, melted and cooled; 1/3 cup milk; 4 large eggs; 1 teaspoon vanilla extract; 1 1/2 cups white sugar; 1 cup unsweetened cocoa powder; 1 1/2 teaspoons baking powder; 1/2 teaspoon baking soda; 1/2 teaspoon salt | Bring water and quinoa to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer for 10 minutes. Turn off the heat and let sit until quinoa is tender and water is absorbed, about 10 minutes more. Fluff with a fork and cool to room temperature.; Preheat oven to 350 degrees F (175 degrees C). Lightly grease two 8-inch cake pans and line the bottoms of the pans with parchment paper.; Blend butter, milk, eggs, and vanilla extract in a blender until combined. Add 2 cups cooked quinoa and blend until smooth, scraping down the sides of the blender with a rubber spatula as necessary.; Whisk sugar, cocoa powder, baking powder, baking soda, and salt together in a bowl. Add quinoa mixture into sugar mixture and whisk until batter is smooth. Pour batter into prepared cake pans.; Bake in the preheated oven until a knife inserted into the center of the cakes comes out clean, 40 to 45 minutes. Cool completely in the pans before removing to a plate. | Home; Recipes; Desserts; Chocolate
Elva's Custard Pie | 184 | 59 | 4.22666645050049 | 45 m | 6 eggs; 1 cup white sugar; 1 teaspoon vanilla extract; 1 pinch salt; 1/2 teaspoon nutmeg; 2 cups milk; 1 (9 inch) unbaked pie crust | Preheat oven to 475 degrees F (245 degrees C.); In a large bowl, beat eggs and sugar. Beat in vanilla, salt and nutmeg. Stir in milk. Pour into crust.; Bake in the preheated oven for 10 minutes. Reduce temperature to 350 degrees F (175 degrees C) and bake for 25 to 35 minutes, or until crust is golden brown and filling is set. | Home; Recipes; Desserts; Pies; Custard and Cream Pies
Butter Cookies V | 124 | 63 | 4.51999998092651 | 2 h 10 m | 2 cups butter, softened; 1 1/2 cups white sugar; 4 egg yolks; 1 1/2 teaspoons vanilla extract; 4 1/2 cups all-purpose flour; 1/2 teaspoon salt | In a large bowl, cream together the butter and sugar. Beat in the yolks one at a time, then stir in the vanilla. Combine the flour and salt; stir into the creamed mixture. Shape dough into logs about 2 inches in diameter. Wrap in waxed paper and refrigerate or freeze until firm.; Preheat oven to 350 degrees F (175 degrees C). Unwrap rolls. You can roll the logs in nuts or sprinkles before slicing. Slice into 3/8 inch wide slices. Place slices 2 inches apart onto ungreased cookie sheets.; Bake for 8 to 10 minutes in the preheated oven. Do not brown. Remove to a wire rack to cool completely. | Home; Recipes; Desserts; Cookies; Refrigerator Cookies
Blueberry-Lemon Crumb Bars | 133 | 62 | 3.92000007629395 | 40 m | 2 cups all-purpose flour; 2 tablespoons white sugar; 2 teaspoons lemon zest; 1 pinch salt; 1/2 cup butter, chilled and diced; 1 egg; 1 teaspoon vanilla extract; 2 cups fresh blueberries; 1/4 cup white sugar; 1/8 teaspoon ground nutmeg; 5 tablespoons butter, softened; 1/2 cup packed brown sugar; 3/4 cup all-purpose flour; 1/4 cup confectioners' sugar for dusting | Preheat oven to 400 degrees F (200 degrees C). Grease a 9x13 inch baking pan.; Start by making the crust. In a medium bowl, stir together the 2 cups flour, 2 tablespoons white sugar, lemon zest and salt. Cut in the 1/2 cup butter until the mixture resembles coarse crumbs. Beat egg and vanilla together; stir into the crumb mixture until a dough forms. Press into the bottom of the prepared pan.; Bake for 12 to 15 minutes in the preheated oven, until golden. Remove from oven and set aside to cool slightly.; Sprinkle blueberries over the crust. Combine the 1/4 cup sugar and nutmeg; sprinkle over the blueberries. Make the topping: In a medium bowl, cream together the 5 tablespoons butter and brown sugar until smooth. Mix in the flour, so that the mixture is crumbly like streusel. Sprinkle over the blueberry layer.; Bake for 20 to 25 minutes in the preheated oven, until browned. Cool and then dust with confectioners' sugar before cutting into bars. | Home; Recipes; Desserts; Fruit Desserts; Blueberry Desserts
Mint Chocolate Fudge | 66 | 60 | 4.3066668510437 | 45 m | 2 cups semisweet chocolate chips; 1 (14 ounce) can sweetened condensed milk, divided; 2 teaspoons vanilla extract; 1 cup white confectioners' coating; 1 tablespoon peppermint extract; 1 drop green food coloring (optional) | Line an 8 or 9 inch square pan with waxed paper.; In heavy saucepan over low heat, melt chocolate chips with 1 cup sweetened condensed milk and vanilla. Spread half of the mixture into prepared pan; chill 10 minutes, or until firm. Reserve remaining chocolate mixture at room temperature.; In another heavy saucepan over low heat, melt white confectioners' coating with remaining sweetened condensed milk (mixture will be thick.) Stir in peppermint extract and food coloring. Spread this mixture on chilled chocolate layer; chill 10 minutes, or until firm.; Spread reserved chocolate mixture over the mint layer; chill 2 hours, or until firm. | Home; Recipes; Desserts; Chocolate
Creme de Menthe Grasshopper Pie | 103 | 57 | 4.58666658401489 | 2 h 45 m | 25 chocolate sandwich cookies; 1/2 cup butter, melted; 2 cups marshmallow creme; 1/4 cup creme de menthe liqueur; 2 cups whipping cream | Crush cookies and set aside 1/4 cup of crumbs. Place remaining crumbs in a medium bowl and mix in melted butter. Press mixture firmly into bottom and sides of a 9 inch springform pan.; In a large mixing bowl, whip together marshmallow creme and creme de menthe until smooth. In a separate bowl, whip cream until soft peaks form, then fold into marshmallow mixture. Pour mixture into pan and sprinkle reserved cookie crumbs on top. Freeze at least 2 hours, until firm. Remove from freezer 20 minutes before serving to soften slightly. | Home; Recipes; Desserts; Pies; No-Bake Pies
Banana Oat Bread Pudding | 83 | 59 | 3.98666667938232 | 1 h 35 m | 4 slices whole wheat bread; 1 cup rolled oats; 2 1/2 cups lowfat milk; 1/4 cup butter, softened; 4 ripe bananas, sliced; 1/3 cup brown sugar; 1/4 cup raisins (optional) | In a large bowl, break bread into small pieces. Add oats and milk; stir. Let stand for 30 minutes.; Preheat oven to 350 degrees F (175 degrees C). Lightly grease an 8x8 inch baking pan.; To the milk mixture add: butter, bananas, brown sugar and raisins (if desired). Stir just to combine and pour into prepared pan.; Bake at 350 degrees F (175 degrees C) for 45-55 minutes, or until pudding has set. Cool before serving. | Home; Recipes; Desserts; Specialty Desserts; Bread Pudding
Tropical Lime Cake | 73 | 59 | 4.54666662216187 | 1 h | 1 (18.25 ounce) package lemon cake mix; 1 (3 ounce) package lime flavored Jell-O® mix; 5 eggs; 1 cup vegetable oil; 3/4 cup fresh orange juice; 1/2 cup fresh lime juice; 2 cups confectioners' sugar | Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.; In a large bowl, stir together the cake mix and lime flavored gelatin. combine the eggs, oil and orange juice in a blender and blend for at least 5 minutes. Gradually add the blended ingredients to the dry mixture. beat for 5 minutes using an electric mixer. Pour into the prepared pan.; Bake for 40 to 45 minutes in the preheated oven, until a toothpick inserted comes out clean. When the cake comes out of the oven, prick holes all over it using a fork.; To make the glaze, combine the lime juice and confectioners sugar in a small bowl. beat until smooth. Pour over the hot cake, this will soak into the cake. | Home; Recipes; Desserts; Cakes; Cake Mix Cakes
Sex In A Pan III | 101 | 53 | 4.71052646636963 | 1 h 30 m | 1/2 cup margarine, melted; 1 cup chopped pecans; 1 1/2 cups graham cracker crumbs; 1 (8 ounce) package cream cheese; 1 cup confectioners' sugar; 4 cups frozen whipped topping, thawed; 1 (3.9 ounce) package instant chocolate pudding mix; 1 (3.4 ounce) package instant vanilla pudding mix; 3 cups milk; 1 (1 ounce) square unsweetened chocolate, melted | Preheat oven to 350 degrees F (175 degrees C).; To Make Crust: In a medium bowl, mix together margarine, pecans and graham cracker crumbs. Pat into a 9x13 inch baking pan. Bake in preheated oven for 20 minutes or until lightly browned; allow to cool completely.; In a medium bowl, beat together cream cheese and confectioners sugar until smooth. Fold in 1 cup of the whipped topping. Spoon mixture into graham cracker crust.; Prepare chocolate and vanilla puddings with milk as per package directions. Allow pudding to set before pouring on top of the cream cheese layer. Spread remaining 3 cups of whipped topping over pudding layer; swirl melted chocolate throughout whipped topping.; Cover and refrigerate for about an hour. For leftover pie, keep frozen in a tightly covered container. When ready to eat, just cut off a piece and allow to thaw; keep rest frozen. | Home; Recipes; Desserts; Pies
Southern Chess Squares | 109 | 62 | 4.61333322525024 | 1 h 5 m | 1 (18.25 ounce) package yellow cake mix; 1 cup melted butter; 1 egg; 1 cup chopped pecans; 2 (8 ounce) packages cream cheese; 4 cups confectioners' sugar; 2 eggs | Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Mix together the cake mix, melted butter and the egg. Stir in the chopped pecans. Press mixture into the bottom of the prepared pan. Set aside.; In a large bowl, beat the cream cheese with the confectioners' sugar. Beat in the eggs one at a time until blended.; Pour cream cheese mixture over crust. Bake in the preheated oven for 45 minutes. Cool in the pan, then cut into squares before serving. | Home; Recipes; Desserts; Cakes; Cake Mix Cakes; Cheesecake
Maryann's Upside Down Rhubarb Cake | 93 | 67 | 4.67999982833862 | 50 m | 1 (18.25 ounce) package moist yellow cake mix; 2 cups diced rhubarb; 1 1/4 cups white sugar; 1/2 pint whipping cream | Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Prepare cake mix according to the package directions. Pour batter into prepared pan.; In a medium bowl, mix together the rhubarb and sugar. Spoon the rhubarb mixture over the cake batter. Drizzle the whipping cream over the top of the rhubarb.; Bake 40 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cake cool completely before turning it out onto a serving dish. | Home; Recipes; Desserts; Cakes; Cake Mix Cakes; Upside-Down Cake
Key Lime Pie - Low Carb Version | 147 | 66 | 3.70666670799255 | 4 h 35 m | 1 cup ground pecans; 3 tablespoons butter, melted; 2 (1 gram) packets Splenda® no calorie sweetener; 1/2 teaspoon coconut extract; 1/2 cup heavy cream; 2 (1 gram) packets Splenda® no calorie sweetener; 1 (.6 ounce) package sugar-free lime-flavor Jell-O®; 1/3 cup boiling water; 1/3 cup cold water; 2 (8 ounce) packages cream cheese, cut into pieces and softened; 1/2 teaspoon coconut extract; 2 tablespoons ground pecans | In a medium bowl, mix together 1 cup ground pecans, butter, 2 packets sweetener, and 1/2 teaspoon coconut extract. Press firmly into bottom and up sides of an 8 inch pie plate; refrigerate until firm.; In a small bowl, whip the heavy cream with 2 packets sweetener until soft peaks form. Set aside.; In a large bowl with high sides, mix the gelatin with boiling water until all the gelatin has dissolved. Then stir in the cold water. With an electric mixer, slowly beat in the cream cheese. After all cream cheese is added, stir in remaining 1/2 teaspoon coconut extract, and beat at high speed until smooth. Carefully fold in the whipped cream. Use a spatula to scrape mixture into the pie pan and spread around. Sprinkle remaining 2 tablespoons ground nuts on top. Refrigerate several hours or overnight to allow gelatin to set thoroughly. | Home; Recipes; Desserts; Pies; No-Bake Pies
No Bake Oatmeal Cookies | 95 | 65 | 3.98666667938232 | 30 m | 2 cups rolled oats; 3/4 cup white sugar; 3 tablespoons unsweetened cocoa powder; 1 tablespoon water; 1/2 teaspoon vanilla; 2/3 cup butter, softened; 1 cup confectioners' sugar | In a large bowl, combine the oats, sugar and cocoa. With clean hands, mix in the water, vanilla and butter to form a dough. Wash hands, then roll the dough into balls 1 to 2 inches in diameter. Roll balls in confectioners' sugar until thickly coated (or they will become crusty). Chill 20 minutes before serving. | Home; Recipes; Desserts; Cookies; Oatmeal Cookies
Butterscotch Oatmeal Cookies I | 83 | 55 | 3.88000011444092 | 40 m | 3/4 cup butter flavored shortening; 1/2 cup white sugar; 1 cup packed brown sugar; 1 egg; 1 teaspoon vanilla extract; 1 cup all-purpose flour; 1 teaspoon baking soda; 3 cups rolled oats; 1 cup semisweet chocolate chips; 1 cup butterscotch chips | Preheat oven to 375 degrees F (190 degrees C).; In a large bowl, cream together shortening, white sugar, and brown sugar until smooth. Beat in egg, then stir in vanilla. Combine flour and baking soda, and mix into the batter. Mix in oats and chocolate and butterscotch chips. Drop dough by teaspoonfuls onto ungreased cookie sheets.; Bake for 9 to 12 minutes in the preheated oven, or until the edges are toasted. Cool on wire racks. | Home; Recipes; Desserts; Cookies; Oatmeal Cookies
Canadian Molasses Cookies | 84 | 59 | 3.90666675567627 | 1 h 25 m | 1 cup dark molasses; 3/4 cup packed brown sugar; 1 teaspoon cider vinegar; 2 1/3 cups all-purpose flour; 1 1/2 teaspoons ground ginger; 2 teaspoons baking soda; 1 egg; 1/2 teaspoon salt | Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.; In a large bowl, stir together the molasses, brown sugar, vinegar, and egg. Sift together the flour, baking soda, ginger and salt; add to molasses mixture. Mix until well blended. Spoon the dough by teaspoonfuls onto cookie sheets, about 2 inches apart.; Bake until edges are golden, 12 to 15 minutes. Let cool on pans for 5 minutes before removing. | Home; Recipes; Desserts; Cookies; Molasses Cookies
Ricotta Cheese Cake | 98 | 65 | 4.23684215545654 | 1 h 10 m | 1 (18.25 ounce) package yellow cake mix; 24 ounces ricotta cheese; 3/4 cup white sugar; 3 eggs; 1/4 teaspoon vanilla extract; 1/8 cup confectioners' sugar for dusting | Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 9x13 inch pan.; Make yellow cake mix according to package directions. Pour batter into the greased 9x13 inch pan.; Mix together the ricotta cheese, sugar, eggs and vanilla extract and spoon over cake batter.; Bake at 350 degrees F (175 degrees C) for about 45 minutes. Sprinkle cake with confectioners' sugar when cool. | Home; Recipes; Desserts; Cakes; Cake Mix Cakes
