Vegan Bean Taco Filling | 450 | 273 | 4.554123878479 | 30 m | 1 tablespoon olive oil; ; ; ; ; ; ; ; ; ;  |  | Home; Recipes; World Cuisine; Latin American; Mexican
Chef John's Turkey Sloppy Joes | 678 | 251 | 4.73746299743652 | 40 m | 2 tablespoons butter; 1 onion, diced; salt and ground black pepper to taste; 1 1/4 pounds ground turkey; 1/2 cup cold water; 3/4 cup ketchup; 1 1/2 tablespoons brown sugar; 1/2 teaspoon cayenne pepper, or to taste; 1/2 teaspoon Worcestershire sauce; 1/2 teaspoon unsweetened cocoa powder; 1 cup water, or as needed; 6 hamburger buns, split; 1/3 cup chopped green onions; 1/2 cup shredded white Cheddar cheese | Melt butter in a heavy skillet over medium heat. Add onion; cook and stir until onion starts to brown, about 5 minutes. Season with salt and black.; Mix ground turkey and 1/2 cup cold water into onions. Cook and stir, breaking up the meat, until it begins to brown, about 2 minutes. Add ketchup, brown sugar, cayenne pepper, salt, and black pepper. Cook and stir until liquid is reduced, about 5 minutes. Stir in Worcestershire sauce and cocoa powder. Cook, stirring frequently and adding up to 1 cup water if needed, until meat is cooked through and liquid is reduced and thick, 20 to 30 minutes.; Preheat the oven's broiler and set the oven rack about 6 inches from the heat source. Toast hamburger buns until golden, 2 to 3 minutes.; Remove turkey mixture from the heat and mix in green onions and Cheddar cheese. Serve on toasted hamburger buns. | Home; Recipes; Meat and Poultry; Turkey; Ground
Tender Pan-Fried Chicken Breasts | 606 | 256 | 4.50741863250732 | 55 m | 2 cups flour; 1 tablespoon dried tarragon; 2 tablespoons salt; 1 tablespoon ground ginger; 2 tablespoons ground black pepper; 1 tablespoon dry mustard powder; 1 tablespoon dried thyme leaves; 1 teaspoon garlic powder; 1 teaspoon dried oregano; 1 egg; 1/4 cup milk; 8 (6 ounce) skinless, boneless chicken breast halves; 1/2 cup vegetable oil | Stir together flour, tarragon, salt, ginger, pepper, mustard powder, thyme, garlic powder, and oregano in a shallow bowl until well blended. Beat the egg together with the milk until smooth in a bowl. Dredge the chicken breasts in the flour mixture, shake off excess, then dip in egg, and again in flour. Set breasts aside to rest for 10 minutes.; Preheat oven to 350 degrees F (175 degrees C).; Heat the vegetable oil in a skillet over medium-high heat. Dredge the chicken breasts in flour again, and shake off excess. Brown the chicken in the hot oil until golden brown on both sides. Place onto a baking sheet, and bake in preheated oven until the chicken is no longer pink in the center, 20 to 30 minutes. | Home; Recipes; Meat and Poultry; Chicken; Fried Chicken
Bourbon-Mango Pulled Pork | 422 | 261 | 4.67359066009521 | 6 h 20 m | 2 mangos; 1 (4 pound) pork shoulder roast; 2 tablespoons ground black pepper; 1 teaspoon kosher salt; 1 teaspoon chipotle chile powder; 1/4 cup balsamic vinegar; 2 cups water; 1 teaspoon chipotle chile powder; 2 teaspoons honey; 1 (1.5 fluid ounce) jigger bourbon whiskey; 2 (12 ounce) bottles barbeque sauce | Peel the mangos and remove the pits. Place the pits into a slow cooker, then roughly chop the mango and set aside. Place the pork shoulder into the slow cooker, and season with the black pepper, kosher salt, and 1 teaspoon chipotle powder; pour in the balsamic vinegar and water.; Cover, and cook on Low 5 to 8 hours until the meat is very tender. Once done, drain the pork, discarding the cooking liquid and mango pits, and shred with two forks.; While the pork is cooking, puree the chopped mango in a blender until smooth, then pour into a saucepan along with the honey, 1 teaspoon chipotle powder, and whiskey. Bring to a simmer. Reduce heat to medium-low, and simmer, stirring frequently until the mango has reduced and darkened slightly, about 10 minutes. Stir in the barbeque sauce, and remove from the heat.; Return the shredded pork to the slow cooker, and stir in the mango barbeque sauce. Cover, and cook on High 1 to 2 hours until the pork absorbs the barbeque sauce. | Home; Recipes; Everyday Cooking
Pistachio Crusted Chicken | 302 | 240 | 4.50746250152588 | 30 m | 1 cup chopped pistachios; 1/2 cup bread crumbs; 2 tablespoons Dijon mustard; 2 tablespoons olive oil; 2 tablespoons honey; salt and pepper to taste; 2 large skinless, boneless chicken breast halves, cut into 1-inch strips | Preheat oven to 500 degrees F (260 degrees C). Lightly coat a baking sheet with cooking spray.; Mix together pistachios and bread crumbs in a shallow bowl. In a separate bowl, stir together Dijon mustard, olive oil, honey, salt and pepper until smooth. Dip chicken into Dijon mixture to coat, then coat with bread crumbs. Place onto prepared baking sheet.; Place into preheated oven and turn the oven down to 375 degrees F (190 degrees C). Bake until the chicken is no longer pink and the pistachio coating is golden brown, about 20 minutes. | Home; Recipes; Meat and Poultry; Chicken; Chicken Breasts; Breaded
Grilled Venison Backstrap | 367 | 290 | 4.81194019317627 | 5 h 15 m | 2 pounds venison backstrap, cut into 2-inch chunks; 1 quart apple cider; 1 1/2 pounds thick sliced bacon; 2 (12 ounce) bottles barbecue sauce, your choice | Place chunks of venison into a shallow baking dish, and pour enough apple cider in to cover them. Cover, and refrigerate for 2 hours. Remove, and pat dry. Discard apple cider, and return venison to the dish. Pour barbeque sauce over the chunks, cover, and refrigerate for 2 to 3 more hours.; Preheat an outdoor grill for high heat. Charcoal is best, but if you must, use gas. Remove meat from the refrigerator, and let stand for 30 minutes, or until no longer chilled. Wrap each chunk of venison in a slice of bacon, and secure with toothpicks.; Brush the grill grate with olive oil when hot, and place venison pieces on the grill so they are not touching. The bacon will kick up some flames, so be ready. Grill, turning occasionally, until the bacon becomes slightly burnt, 15 to 20 minutes. The slower, the better. Dig in, and prepare to want more! | Home; Recipes; Meat and Poultry; Game Meats; Venison
Iowa Pork Steak | 378 | 278 | 4.55223894119263 | 2 h | 2 tablespoons vegetable oil; 4 pork steaks; onion powder; garlic powder; salt and ground black pepper to taste; 1 large onion, chopped; 2 (4.5 ounce) cans sliced mushrooms, drained; 2 (10.75 ounce) cans condensed cream of mushroom soup; 1 (10.75 ounce) can water; 1 (1 ounce) package dry onion soup mix; 1 tablespoon Worcestershire sauce | Preheat oven to 350 degrees F (175 degrees C).; Heat oil in a large heavy skillet over medium-high heat. Brown steaks for 3 to 5 minutes on each side. While browning, season both sides with onion powder, garlic powder, salt and pepper. Transfer steaks to a 9x13 inch casserole dish, and sprinkle with chopped onion and sliced mushrooms.; In a small bowl, combine condensed mushroom soup, water, onion soup mix and Worcestershire sauce. Mix until smooth, and pour over steaks. Cover pan with aluminum foil.; Bake in preheated oven for 90 minutes. | Home; Recipes; Everyday Cooking
Homemade Sloppy Joes | 939 | 264 | 4.64071846008301 | 1 h 10 m | 1 1/2 pounds extra lean ground beef; 1/2 onion, diced; 2 cloves garlic, minced; 1 green pepper, diced; 1 cup water; 3/4 cup ketchup; 1 dash Worcestershire sauce; 2 tablespoons brown sugar; 1 teaspoon Dijon mustard; 1 1/2 teaspoons salt, or to taste; 1/2 teaspoon ground black pepper; 1 cup water; cayenne pepper to taste (optional) | Place ground beef and onion in a large skillet. Turn heat to medium and cook and stir the mixture constantly until the beef is browned and forms small crumbles, about 10 minutes.; Stir in garlic and green bell pepper; cook and stir until softened, 2 to 3 minutes. Add 1 cup water and stir, scraping the pan to dissolve any brown flavor bits from the bottom of the skillet.; Mix in ketchup, Worcestershire sauce, brown sugar, Dijon mustard, salt, and black pepper. Add 1 more cup water and return mixture to a simmer. Reduce heat to low and simmer, stirring occasionally, until the liquid has evaporated and the mixture is thick, about 40 minutes.; Season with salt , black pepper, and cayenne pepper to taste. | Home; Recipes; Main Dish; Sandwiches; Sloppy Joes
Little Meat Loaves | 327 | 261 | 4.67462682723999 | 1 h 30 m | 2 eggs, beaten; 3/4 cup crushed buttery round crackers; 1/2 cup milk; 1/2 cup grated Parmesan cheese; 1/2 cup chopped onion; 1 teaspoon Worcestershire sauce; 1 teaspoon dried Italian-style seasoning; 1 teaspoon garlic salt; 1 pound lean ground beef; 1 pound ground sausage; 1 cup ketchup; 1/2 cup packed brown sugar; 1 tablespoon Worcestershire sauce | Preheat oven to 350 degrees F (175 degrees C).; In a large bowl, combine the eggs, cracker crumbs, milk, cheese, onion, Worcestershire sauce, Italian-style seasoning, garlic salt, ground beef and ground sausage. Mix this together well and form into individual loaves. Place the loaves in a 9x13 inch baking dish.; In a separate small bowl, combine the ketchup, brown sugar and Worcestershire sauce. Mix this together well and spoon some of this sauce over each loaf. Garnish each loaf with some Parmesan cheese and seasoning to taste.; Bake at 350 degrees F (175 degrees C) for 45 to 60 minutes. | Home; Recipes; Main Dish; Meatloaf; Beef Meatloaf
Chef John's Meatless Meatballs | 807 | 255 | 4.70783138275146 | 5 h 30 m | 1 tablespoon olive oil; 1 pound fresh white mushrooms, finely chopped; 1 pinch salt; 1 tablespoon butter; 1/2 cup finely chopped onion; 4 cloves garlic, minced; 1/2 cup quick-cooking oats; 1 ounce very finely shredded Parmigiano-Reggiano cheese; 1/2 cup bread crumbs; 1/4 cup chopped flat-leaf (Italian) parsley, packed; 2 eggs, divided; 1 teaspoon salt; freshly ground black pepper to taste; 1 pinch cayenne pepper, or to taste; 1 pinch dried oregano; 3 cups pasta sauce; 1 tablespoon very finely shredded Parmigiano-Reggiano cheese, or to taste; 1 tablespoon chopped flat-leaf (Italian) parsley, or to taste | Heat olive oil in a skillet over medium-high heat. Add mushrooms to the hot oil, sprinkle with salt, and cook and stir until liquid from mushrooms has evaporated. Stir butter into mushrooms, reduce heat to medium, and cook and stir mushrooms until golden brown, about 5 minutes.; Stir onion into mushrooms and cook, stirring often, until onion is translucent, 5 minutes. Remove skillet from heat and stir garlic into mushroom mixture until fragrant, about 1 minute. Transfer mixture to a mixing bowl.; Mix oats into mushroom mixture until thoroughly combined. Gently stir 1 ounce Parmigiano-Reggiano cheese into mixture. Add bread crumbs, 1/4 cup parsley, and 1 egg; season with salt, black pepper, cayenne pepper, and oregano. Mix together with a fork until crumbly. Stir in remaining 1 egg. Mixture should hold together when pressed.; Cover bowl with plastic wrap and refrigerate at least 4 hours. For best flavor and texture, refrigerate overnight.; Preheat oven to 450 degrees F (230 degrees C). Line a baking sheet with a silicone baking mat or parchment paper.; Form mixture into small meatballs using a 2-tablespoon scoop. Roll meatballs lightly between your hands until smooth, if desired; arrange meatballs on prepared baking sheet.; Bake in the preheated oven until meatballs are lightly golden brown, 12 to 15 minutes.; Bring pasta sauce to a boil in a large saucepan; reduce heat to low. Gently stir meatballs into sauce until coated. Simmer meatballs in sauce until cooked through, 45 minutes to 1 hour. Transfer to a serving bowl and garnish with 1 tablespoon Parmigiano-Reggiano cheese and 1 tablespoon parsley. | Home; Recipes; World Cuisine; European; Italian
Chicken Fajita Melts | 677 | 227 | 4.50755310058594 | 35 m | 3 tablespoons vegetable oil; 6 (6 ounce) skinless, boneless chicken breast halves, thinly sliced; 1/2 cup sliced onions; 1/2 cup sliced red bell pepper; 1/2 cup tomato juice; 2 tablespoons taco seasoning mix; 1 cup salsa; 8 (1/2 inch thick) slices French bread; 2 cups shredded Cheddar cheese | Heat the oil in a large skillet over medium-high heat. Add the chicken, and cook and stir until lightly browned, about 5 minutes.; Stir in the sliced onions and red peppers, and cook and stir for 5 minutes or until the vegetables are tender. Stir in the tomato juice and taco seasoning, and mix well. Cook mixture until the juice has thickened and the chicken is well coated with sauce, about an additional 7 minutes.; Preheat the oven's broiler and set the oven rack about 6 inches from the heat source.; Spread 2 tablespoons of salsa over each slice of French bread. Evenly spoon the chicken mixture on top of the salsa topped bread. Sprinkle each sandwich with 1/4 cup Cheddar cheese.; Place sandwiches under the preheated broiler and cook for 5 minutes or until the cheese is melted and beginning to brown. | Home; Recipes; World Cuisine; Latin American; Mexican
Simple Savory Pork Roast | 736 | 268 | 4.58734941482544 | 1 h 15 m | 1 1/2 tablespoons fresh rosemary; 2 teaspoons garlic salt; 1/2 teaspoon dried thyme; 1/4 teaspoon freshly ground black pepper; 3 pounds boneless pork loin roast | Preheat oven to 350 degrees F (175 degrees C).; In a large, resealable plastic bag, mix rosemary, garlic salt, thyme, and pepper. Place pork roast in the bag, seal, and toss until thoroughly coated with the garlic salt mixture. Transfer to a medium baking dish.; Cook pork roast 1 hour in the preheated oven, or to an internal temperature of 145 degrees F (63 degrees C). | Home; Recipes; Main Dish; Roasts
Bronco Burger | 465 | 240 | 4.54078531265259 | 25 m | 5 fresh jalapeno peppers; 4 pounds ground beef; salt and pepper to taste; 1 egg; 1/4 cup steak sauce, (e.g. Heinz 57); 1/4 cup minced white onion; 1 teaspoon hot pepper sauce (e.g. Tabasco™); 1 pinch dried oregano; 1 tablespoon Worcestershire sauce; 1 teaspoon garlic salt; 1/4 cup crushed Fritos® corn chips; 8 large potato hamburger buns; 8 slices pepperjack cheese | Preheat a grill for high heat. When the grill is hot, roast the jalapeno peppers until blackened on all sides. Place in a plastic bag to sweat and loosen the blackened skin. Rub the skin off, then seed if desired, and chop.; In a large bowl, use your hands to mix together the chopped jalapenos, ground beef, salt, pepper, egg, steak sauce, onion, hot pepper sauce, oregano, Worcestershire sauce, garlic salt and Fritos(R). Divide into 8 balls, and flatten into patties.; Grill patties for 10 to 15 minutes, turning once, or until well done. I always drink one beer, then flip, drink another beer, then remove from the grill and place on buns. Top each one with a slice of pepperjack cheese and pig out! | Home; Recipes; Main Dish; Burgers; Hamburgers
Mostaccioli with Spinach and Feta | 264 | 244 | 4.58054733276367 | 30 m | 8 ounces penne pasta; 2 tablespoons olive oil; 3 cups chopped tomatoes; 10 ounces fresh spinach, washed and chopped; 1 clove garlic, minced; 8 ounces tomato basil feta cheese; salt to taste; ground black pepper to taste | Cook pasta according to package directions. Drain, and set aside.; Heat oil in a large pot. Add tomatoes, spinach, and garlic; cook and stir 2 minutes, or until spinach is wilted and mixture is thoroughly heated. Add pasta and cheese; cook 1 minute. Season to taste with salt and pepper. | Home; Recipes; Pasta and Noodles; Pasta by Shape
Wonderful Short Ribs | 386 | 266 | 4.5060977935791 | 2 h 10 m | 1 (28 ounce) can tomato sauce; 3 tablespoons lemon juice; 4 teaspoons Worcestershire sauce; 2 tablespoons dried parsley; 1 teaspoon dried thyme; 2 bay leaves; 2 tablespoons brown sugar; 2 teaspoons salt; 1 teaspoon crushed red pepper flakes; 1 medium onion, cut into rings; 3 pounds beef short ribs | In a large pan over medium-high heat, stir in tomato sauce, lemon juice, and Worcestershire sauce. Stir in parsley, thyme, bay leaves, brown sugar, salt, and red pepper flakes. Add onions and short ribs, and stir together until the mixture comes to a boil.; Cover, reduce heat to medium low, and simmer; stirring occasionally and skimming fat from surface, until meat is tender, about 2 1/2 hours. Remove bay leaves before serving. | Home; Recipes; Main Dish; Ribs
Spicy Basil Chicken | 319 | 236 | 4.56269121170044 | 30 m | 2 tablespoons chili oil; 2 cloves garlic; 3 hot chile peppers; 1 pound skinless, boneless chicken breast halves - cut into bite-size pieces; 1 1/2 teaspoons white sugar; 1 teaspoon garlic salt; 1 teaspoon black pepper; 5 tablespoons oyster sauce; 1 cup fresh mushrooms; 1 cup chopped onions; 1 bunch fresh basil leaves | Heat the oil in a skillet over medium-high heat, and cook the garlic and chile peppers until golden brown. Mix in chicken and sugar, and season with garlic salt and pepper. Cook until chicken is no longer pink, but not done.; Stir oyster sauce into the skillet. Mix in mushrooms and onions, and continue cooking until onions are tender and chicken juices run clear. Remove from heat, and mix in basil. Let sit 2 minutes before serving. | Home; Recipes; World Cuisine; Asian; Thai
Homemade Wonton Soup | 490 | 235 | 4.71865463256836 | 40 m | 1 bunch green onions, cut into 1/2-inch pieces, divided; 6 fresh mushrooms, sliced; 1 pound ground pork; 1 tablespoon sesame oil; 1 tablespoon soy sauce; 1 egg; 1/4 cup dry bread crumbs; 1/4 teaspoon salt; 1/2 teaspoon ground black pepper; 1 (16 ounce) package wonton wrappers; 8 cups chicken broth; 16 uncooked medium shrimp, peeled and deveined (optional); 1 medium head bok choy, torn into 2-inch pieces; 16 snow peas; 1 dash soy sauce, or to taste (optional); 1 dash sesame oil, to taste (optional) | Dice the green onions, and set aside all but 1 tablespoon. Slice the mushrooms, and set aside all but 1 tablespoon. Finely chop the 1 tablespoon of green onions and 1 tablespoon of sliced mushrooms, and place in a bowl with the ground pork, 1 tablespoon sesame oil, 1 tablespoon soy sauce, egg, bread crumbs, salt, and pepper. Stir to thoroughly mix the pork filling.; Spoon about 1 tablespoon of the pork filling onto the center of each wonton wrapper. Use your finger or a pastry brush to lightly moisten the edges of the wonton wrappers with water. Fold one corner of the wrapper over the filling onto the opposite corner to form a triangle. Press the edges together to seal. Moisten the two long ends of the triangle, fold them together, and press them firmly to seal.; Bring the chicken broth to a boil in a large saucepan over medium heat. Drop the wontons, one by one, into the broth, and let them cook for 3 to 5 minutes, until they float to the surface. Reduce heat to a simmer, and gently stir in the shrimp, bok choy, and reserved sliced mushrooms. Let the soup simmer 2 more minutes, until the shrimp turn pink, and then drop in the snow pea pods. Garnish with the remaining green onions and a dash of soy sauce and sesame oil, and serve immediately. | Home; Recipes; Soups, Stews and Chili; Soup
G's Flank Steak Marinade | 352 | 248 | 4.58895683288574 | 6 h 35 m | 1/2 cup soy sauce; 2 tablespoons brown sugar; 2 tablespoons lemon juice; 2 tablespoons olive oil; 2 cloves garlic, minced; 1 tablespoon minced onion; 1 teaspoon ground ginger; 1/2 teaspoon black pepper; 1 (1 1/2-pound) beef flank steak | In a shallow bowl, combine soy sauce, brown sugar, lemon juice, olive oil, garlic, onion, ginger and pepper. Coat steak with marinade, cover, and refrigerate for at least 6 hours.; Preheat an outdoor grill for high heat, and lightly oil grate.; Grill steak for 7 to 8 minutes per side, or to desired doneness. | Home; Recipes; Meat and Poultry; Beef; Steaks; Flank Steak
Patti's Mussels a la Mariniere | 345 | 233 | 4.71296310424805 | 25 m | 50 fresh mussels, scrubbed and debearded; 2 tablespoons extra virgin olive oil; 5 cloves garlic, minced; 1 cup white wine; 2 tablespoons margarine or butter; 3 green onions, chopped; 1 bunch fresh parsley, chopped; 3 roma (plum) tomatoes, chopped; salt and pepper to taste | Place mussels in a large bowl with cold water to cover. Let them soak for about 20 minutes to remove any dirt or sand.; Heat olive oil in a large stockpot over medium-low heat. Add garlic, and saute for one minute, but do not brown. Add the chopped green onion and tomatoes, and cook until almost tender. Pour in the white wine, and stir in the parsley and butter. Bring to a boil, and allow to boil until the liquid has reduced by half, about 15 minutes. Season with salt and pepper to taste.; Add the mussels to the pot, cover and allow to cook until the shells are opened, about 10 minutes. Transfer the mussels and sauce to a large serving bowl, discarding any unopened shells. Bon appetit! | Home; Recipes; World Cuisine; European; French
Lamb Tagine | 396 | 234 | 4.66666650772095 | 10 h 45 m | 3 tablespoons olive oil, divided; 2 pounds lamb meat, cut into 1 1/2 inch cubes; 2 teaspoons paprika; 1/4 teaspoon ground turmeric; 1/2 teaspoon ground cumin; 1/4 teaspoon cayenne pepper; 1 teaspoon ground cinnamon; 1/4 teaspoon ground cloves; 1/2 teaspoon ground cardamom; 1 teaspoon kosher salt; 1/2 teaspoon ground ginger; 1 pinch saffron; 3/4 teaspoon garlic powder; 3/4 teaspoon ground coriander; 2 medium onions, cut into 1-inch cubes; 5 carrots, peeled, cut into fourths, then sliced lengthwise into thin strips; 3 cloves garlic, minced; 1 tablespoon freshly grated ginger; 1 lemon, zested; 1 (14.5 ounce) can homemade chicken broth or low-sodium canned broth; 1 tablespoon sun-dried tomato paste; 1 tablespoon honey; 1 tablespoon cornstarch (optional); 1 tablespoon water (optional) | Place diced lamb in a bowl, toss with 2 tablespoons of the olive oil, and set aside. In a large resealable bag, toss together the paprika, turmeric, cumin, cayenne, cinnamon, cloves, cardamom, salt, ginger, saffron, garlic powder, and coriander; mix well. Add the lamb to the bag, and toss around to coat well. Refrigerate at least 8 hours, preferably overnight.; Heat 1 tablespoon of olive oil in a large, heavy bottomed pot over medium-high heat. Add 1/3 of the lamb, and brown well. Remove to a plate, and repeat with remaining lamb. Add onions and carrots to the pot and cook for 5 minutes. Stir in the fresh garlic and ginger; continue cooking for an additional 5 minutes. Return the lamb to the pot and stir in the lemon zest, chicken broth, tomato paste, and honey. Bring to a boil, then reduce heat to low, cover, and simmer for 1 1/2 to 2 hours, stirring occasionally, until the meat is tender.; If the consistency of the tagine is too thin, you may thicken it with a mixture of cornstarch and water during the last 5 minutes. | Home; Recipes; World Cuisine; African; North African; Moroccan
Soy Ginger Salmon | 293 | 230 | 4.63271617889404 | 3 h 20 m | 1 pound salmon fillets; 1/3 cup brown sugar, divided; 2 teaspoons lemon pepper, divided; 1 teaspoon garlic powder, divided; 1/3 cup low sodium soy sauce; 1 tablespoon olive oil; 1 (1 inch) piece fresh ginger root, minced; 1/3 cup orange juice | Rub salmon with about 1 tablespoon brown sugar. Lightly sprinkle with lemon pepper and garlic powder; rub seasoning into fish.; Into a small saucepan set over medium heat, pour soy sauce and olive oil. Stir in ginger and remaining brown sugar, lemon pepper, and garlic powder. Bring to a gentle simmer, stirring constantly until sugar has dissolved. Remove from heat, stir in orange juice.; Place fish and marinade into a resealable plastic bag, seal, and refrigerate overnight, or for at least 3 hours.; Preheat broiler. Place fish in a foil-lined baking pan. Reserve marinade.; Broil fish skin-side up, 2 minutes. Remove from oven, pull skin off with tongs. Baste with marinade, return to oven, and broil 2 minutes more. Turn fish, and broil until fish flakes easily, about 4 minutes. Remove from oven, and let sit 5 minutes before serving. | Home; Recipes; Seafood; Fish; Salmon
Best Ever Crab Cakes | 769 | 253 | 4.55727577209473 | 27 m | 1 egg; 3 tablespoons mayonnaise; 4 teaspoons lemon juice; 1/8 teaspoon red pepper flakes; 1 teaspoon dried tarragon; 1 tablespoon minced green onions; 8 ounces crabmeat; 1/2 cup crushed buttery round crackers; 1 tablespoon butter | In a medium bowl, whisk together egg, mayonnaise, lemon juice, red pepper flakes, tarragon, and scallions. Gently stir in crabmeat, being careful not to break up meat. Gradually mix in cracker crumbs, adding until desired consistency is achieved.; Heat butter in a skillet over medium heat. Form crab mixture into 4 patties. Place patties in skillet, and cook until golden brown, about 5 to 6 minutes on each side. | Home; Recipes; Appetizers and Snacks; Seafood; Crab; Crab Cakes
Bacon Risotto | 557 | 232 | 4.6532506942749 | 45 m | 1/2 pound bacon, diced; 5 cups chicken stock; 2 tablespoons butter; 1/2 onion, diced; 4 cloves garlic, minced; 1 1/2 cups Arborio rice; 2 tablespoons butter; 1/4 cup grated Parmesan cheese; salt and black pepper to taste | Cook and stir the diced bacon in a large skillet over medium heat until browned, about 10 minutes. Drain the bacon and reserve.; Bring the chicken stock to a boil in a saucepan over high heat; reduce heat to low to keep the chicken stock hot.; Heat 2 tablespoons butter in a large, heavy-bottomed saucepan over medium-high heat. Add the onion and garlic; cook and stir until the onion begins to turn golden brown at the edges, about 2 minutes. Pour in the rice and stir until the rice is coated in butter and has started to toast, 2 to 3 minutes. Reduce heat to medium; stir in one-third of the hot chicken stock and continue stirring until the rice has absorbed the liquid and turned creamy. Repeat this process twice more, stirring constantly. Stirring in the broth should take 15 to 20 minutes in all. When finished, the rice should be tender, yet slightly firm.; Remove the risotto from the heat and stir in the remaining 2 tablespoons of butter, the Parmesan cheese, and the reserved bacon. Season to taste with salt and pepper before serving. | Home; Recipes; Main Dish; Rice; Risotto
Pesto Chicken | 533 | 226 | 4.60869550704956 | 35 m | 4 skinless, boneless chicken breast halves; 1/2 cup prepared basil pesto, divided; 4 thin slices prosciutto, or more if needed | Preheat oven to 400 degrees F (200 degrees C). Grease a baking dish.; Spread about 2 tablespoons of pesto per chicken breast over the top of each breast, and wrap each breast in prosciutto slices to cover the entire breast. Place the wrapped chicken breasts into the prepared baking dish.; Bake in the preheated oven until the chicken is no longer pink, the juices run clear, and the prosciutto is lightly crisped, about 25 minutes. | Home; Recipes; World Cuisine; European; Italian
Three Cheese Manicotti | 381 | 243 | 4.54968929290771 | 1 h 5 m | 1 (8 ounce) package manicotti pasta; 16 ounces ricotta cheese; 6 ounces shredded mozzarella cheese, divided; 6 ounces shredded Monterey Jack cheese; 2 tablespoons sour cream; 1/3 cup dried bread crumbs, seasoned; 1/4 cup chopped fresh parsley; salt and pepper to taste; 2 cups spaghetti sauce | Preheat oven to 350 degrees F (175 degrees C).; Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente, drain.; Meanwhile, in a large bowl, combine ricotta cheese, 4 ounces mozzarella cheese, Monterey Jack cheese, sour cream, bread crumbs, parsley and salt and pepper to taste; mix well.; In a 9 x 13 inch baking dish, spray dish with non-stick cooking spray and cover bottom of dish with a thin film of spaghetti sauce.; Fill each manicotti with cheese mixture and place in dish; cover with remaining sauce. Sprinkle remaining mozzarella cheese on top of sauce.; Bake in preheated oven uncovered for 40 minutes; serve. | Home; Recipes; World Cuisine; European; Italian
Pizza Without the Red Sauce | 246 | 224 | 4.74534177780151 | 35 m | 2 tablespoons butter, melted; 1 tablespoon olive oil; 3 tablespoons minced garlic; 2 tablespoons sun-dried tomato pesto; 1 teaspoon dried basil leaves; 1 teaspoon dried oregano; 1 tablespoon grated Parmesan cheese; 1 unbaked pizza crust; 1 tomato, sliced; 1 bunch fresh spinach, torn; 1 sweet onion, sliced; 1 fresh jalapeno pepper, chopped; 1 (6 ounce) package feta cheese, crumbled | Preheat oven according to pizza crust package directions.; In a small bowl combine butter, olive oil, garlic, pesto, basil, oregano and Parmesan cheese. Spread mixture evenly on pizza crust.; Arrange tomato, spinach, onion and jalapeno on pizza. Top with crumbled feta cheese.; Bake according to pizza crust package directions. | Home; Recipes; World Cuisine; European; Italian
Rita's Sweet Holiday Baked Ham | 381 | 265 | 4.66043615341187 | 2 h 20 m | 1 cup maple syrup; 1 cup orange juice; 1 cup ginger ale; 1/2 cup brown sugar; 1/2 cup honey; 1 (10 ounce) jar maraschino cherries, halved; 1 (12 pound) fully-cooked, bone-in ham; 1 (15.25 ounce) can pineapple slices in juice, drained; 1 box round wooden toothpicks | Preheat the oven to 350 degrees F (175 degrees C).; In a medium bowl, mix together the maple syrup, orange juice, ginger ale, brown sugar and honey. Stir in the juice from the maraschino cherries, and half of the cherries. Score the outer edge of the ham with a sharp knife in a diamond pattern. Cuts should be about 1/4 inch deep. This will allow the ham to soak up the juice.; Place the ham into an oven bag, and carefully pour the juice mixture over it, keeping all of the juice in the bag. It may look like there is too much juice, but the ham will soak it up while baking. Place the pineapples onto the top of the ham, and secure with toothpicks. Place cherries into the centers of the rings, and secure with toothpicks also. Tie the end of the bag closed with the ties provided, place in a large roasting pan, and cut a few small slits in the top of the oven bag.; Bake the ham for 2 hours in the preheated oven. The internal temperature should be 160 degrees F (80 degrees C) when done. Be sure not to touch the bone when taking the temperature. Remove ham from bag to a serving plate, and let stand for 10 minutes before carving. | Home; Recipes; Main Dish; Pork; Ham; Whole
Ham and Cheese Quiche | 386 | 240 | 4.68224287033081 | 1 h 10 m | 2 tablespoons all-purpose flour; 1/2 teaspoon salt; 1 cup half-and-half; 3 eggs; 2 slices Swiss cheese; 1 recipe pastry for a 9 inch single crust pie; 1/2 cup chopped fresh spinach; 1/2 cup canned mushrooms; 1 (4.5 ounce) can ham, flaked; 1/2 cup shredded Cheddar cheese | Preheat oven to 350 degrees F (175 degrees C).; Beat together flour, salt, half-and-half and eggs in a medium bowl.; Place Swiss cheese flat in the pie crust. Arrange spinach evenly over Swiss cheese, then cover with mushrooms. Pour the flour and egg mixture over mushrooms. Cover with flaked ham and top with Cheddar cheese.; Bake in the preheated oven 45 to 55 minutes, until surface is golden brown. | Home; Recipes; Breakfast and Brunch; Eggs
