Chef John's Stuffed Peppers | 4K | 1193 | 4.79104471206665 | 1 h 50 m | 1 cup uncooked long grain white rice; 2 cups water; 1 onion, diced; 1 tablespoon olive oil; 2 cups marinara sauce; 1 cup beef broth; 1 tablespoon balsamic vinegar; 1/4 teaspoon crushed red pepper flakes; 1 pound lean ground beef; 1/4 pound hot Italian pork sausage, casing removed; 1 (10 ounce) can diced tomatoes; 1/4 cup chopped fresh Italian parsley; 4 cloves garlic, minced; 2 teaspoons salt; 1 teaspoon freshly ground black pepper; 1 pinch ground cayenne pepper; 4 large green bell peppers, halved lengthwise and seeded; 1 cup finely grated Parmigiano-Reggiano cheese, plus more for topping | Preheat the oven to 375 degrees F (190 degrees C).; Bring rice and water to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes. Set the cooked rice aside.; Cook onion and olive oil over medium heat until onion begins to soften, about 5 minutes. Transfer half of cooked onion to a large bowl and set aside.; Stir marinara sauce, beef broth, balsamic vinegar, and red pepper flakes into the skillet; cook and stir for 1 minute.; Pour sauce mixture into a 9x13-inch baking dish and set aside.; Combine ground beef, Italian sausage, diced tomatoes, Italian parsley, garlic, salt, black pepper, and cayenne pepper into bowl with reserved onions; mix well. Stir in cooked rice and Parmigiano Reggiano. Stuff green bell peppers with beef and sausage mixture.; Place stuffed green bell pepper halves in the baking dish over tomato sauce; sprinkle with remaining Parmigiano-Reggiano, cover baking dish with aluminum foil, and bake in the preheated oven for 45 minutes.; Remove aluminum foil and bake until the meat is no longer pink, the green peppers are tender and the cheese is browned on top, an addition 20 to 25 minutes. | Home; Recipes; Main Dish; Stuffed Main Dishes; Stuffed Bell Peppers
Slow Cooker Italian Beef for Sandwiches | 3K | 1726 | 4.62845373153687 | 12 h 15 m | 3 cups water; 1 teaspoon salt; 1 teaspoon ground black pepper; 1 teaspoon dried oregano; 1 teaspoon dried basil; 1 teaspoon onion salt; 1 teaspoon dried parsley; 1 teaspoon garlic powder; 1 bay leaf; 1 (.7 ounce) package dry Italian-style salad dressing mix; 1 (5 pound) rump roast | Combine water with salt, ground black pepper, oregano, basil, onion salt, parsley, garlic powder, bay leaf, and salad dressing mix in a saucepan. Stir well, and bring to a boil.; Place roast in slow cooker, and pour salad dressing mixture over the meat.; Cover, and cook on Low for 10 to 12 hours, or on High for 4 to 5 hours. When done, remove bay leaf, and shred meat with a fork. | Home; Recipes; World Cuisine; European; Italian
Chicken Cordon Bleu I | 5K | 1677 | 4.61230373382568 | 45 m | 4 skinless, boneless chicken breast halves; 1/4 teaspoon salt; 1/8 teaspoon ground black pepper; 6 slices Swiss cheese; 4 slices cooked ham; 1/2 cup seasoned bread crumbs | Preheat oven to 350 degrees F (175 degrees C). Coat a 7x11 inch baking dish with nonstick cooking spray.; Pound chicken breasts to 1/4 inch thickness.; Sprinkle each piece of chicken on both sides with salt and pepper. Place 1 cheese slice and 1 ham slice on top of each breast. Roll up each breast, and secure with a toothpick. Place in baking dish, and sprinkle chicken evenly with bread crumbs.; Bake for 30 to 35 minutes, or until chicken is no longer pink. Remove from oven, and place 1/2 cheese slice on top of each breast. Return to oven for 3 to 5 minutes, or until cheese has melted. Remove toothpicks, and serve immediately. | Home; Recipes; World Cuisine; European; French
Chicken Fried Chicken | 2K | 1780 | 4.64373159408569 | 45 m | 30 saltine crackers; 2 tablespoons all-purpose flour; 2 tablespoons dry potato flakes; 1 teaspoon seasoned salt; 1/2 teaspoon ground black pepper; 1 egg; 6 skinless, boneless chicken breast halves; 2 cups vegetable oil for frying | Place crackers in a large resealable plastic bag; seal bag and crush crackers with a rolling pin until they are coarse crumbs. Add the flour, potato flakes, seasoned salt, and pepper and mix well.; Beat egg in a shallow dish or bowl. One by one, dredge chicken pieces in egg, then place in bag with crumb mixture. Seal bag and shake to coat.; Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C).; Fry chicken, turning frequently, until golden brown and juices run clear, 15 to 20 minutes. | Home; Recipes; Meat and Poultry; Chicken; Fried Chicken
Homestyle Turkey, the Michigander Way | 3K | 1756 | 4.82021999359131 | 5 h 10 m | 1 (12 pound) whole turkey; 6 tablespoons butter, divided; 4 cups warm water; 3 tablespoons chicken bouillon; 2 tablespoons dried parsley; 2 tablespoons dried minced onion; 2 tablespoons seasoning salt | Preheat oven to 350 degrees F (175 degrees C). Rinse and wash turkey. Discard the giblets, or add to pan if they are anyone's favorites.; Place turkey in a Dutch oven or roasting pan. Separate the skin over the breast to make little pockets. Put 3 tablespoons of the butter on both sides between the skin and breast meat. This makes for very juicy breast meat.; In a medium bowl, combine the water with the bouillon. Sprinkle in the parsley and minced onion. Pour over the top of the turkey. Sprinkle seasoning salt over the turkey.; Cover with foil, and bake in the preheated oven 3 1/2 to 4 hours, until the internal temperature of the turkey reaches 180 degrees F (80 degrees C). For the last 45 minutes or so, remove the foil so the turkey will brown nicely. | Home; Recipes; Everyday Cooking
Actually Delicious Turkey Burgers | 3K | 1679 | 4.57063102722168 | 30 m | 3 pounds ground turkey; 1/4 cup seasoned bread crumbs; 1/4 cup finely diced onion; 2 egg whites, lightly beaten; 1/4 cup chopped fresh parsley; 1 clove garlic, peeled and minced; 1 teaspoon salt; 1/4 teaspoon ground black pepper | In a large bowl, mix ground turkey, seasoned bread crumbs, onion, egg whites, parsley, garlic, salt, and pepper. Form into 12 patties.; Cook the patties in a medium skillet over medium heat, turning once, to an internal temperature of 180 degrees F (85 degrees C). | Home; Recipes; Meat and Poultry; Turkey; Ground
Chicken Parmesan | 6K | 1636 | 4.80794143676758 | 1 h | 4 skinless, boneless chicken breast halves; salt and freshly ground black pepper to taste; 2 eggs; 1 cup panko bread crumbs, or more as needed; 1/2 cup grated Parmesan cheese; 2 tablespoons all-purpose flour, or more if needed; 1 cup olive oil for frying; 1/2 cup prepared tomato sauce; 1/4 cup fresh mozzarella, cut into small cubes; 1/4 cup chopped fresh basil; 1/2 cup grated provolone cheese; 1/4 cup grated Parmesan cheese; 1 tablespoon olive oil | Preheat an oven to 450 degrees F (230 degrees C).; Place chicken breasts between two sheets of heavy plastic (resealable freezer bags work well) on a solid, level surface. Firmly pound chicken with the smooth side of a meat mallet to a thickness of 1/2-inch. Season chicken thoroughly with salt and pepper.; Beat eggs in a shallow bowl and set aside.; Mix bread crumbs and 1/2 cup Parmesan cheese in a separate bowl, set aside.; Place flour in a sifter or strainer; sprinkle over chicken breasts, evenly coating both sides.; Dip flour coated chicken breast in beaten eggs. Transfer breast to breadcrumb mixture, pressing the crumbs into both sides. Repeat for each breast. Set aside breaded chicken breasts for about 15 minutes.; Heat 1 cup olive oil in a large skillet on medium-high heat until it begins to shimmer. Cook chicken until golden, about 2 minutes on each side. The chicken will finish cooking in the oven.; Place chicken in a baking dish and top each breast with about 1/3 cup of tomato sauce. Layer each chicken breast with equal amounts of mozzarella cheese, fresh basil, and provolone cheese. Sprinkle 1 to 2 tablespoons of Parmesan cheese on top and drizzle with 1 tablespoon olive oil.; Bake in the preheated oven until cheese is browned and bubbly, and chicken breasts are no longer pink in the center, 15 to 20 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). | Home; Recipes; World Cuisine; European; Italian
Honey Baked Chicken II | 3K | 1668 | 4.51301288604736 | 1 h 30 m | 1 (3 pound) whole chicken, cut into pieces; 1/2 cup butter, melted; 1/2 cup honey; 1/4 cup prepared mustard; 1 teaspoon salt; 1 teaspoon curry powder | Preheat oven to 350 degrees F (175 degrees C).; Place chicken pieces in a shallow baking pan, skin side up. Combine the melted butter or margarine, honey, mustard, salt and curry powder and pour the mixture over the chicken. Bake in the preheated oven for 1 1/4 hours (75 minutes), basting every 15 minutes with pan drippings, until the chicken is nicely browned and tender and the juices run clear. | Home; Recipes; Meat and Poultry; Chicken; Chicken Thighs
Slow Cooker Texas Pulled Pork | 5K | 1648 | 4.51043033599854 | 5 h 15 m | 1 teaspoon vegetable oil; 1 (4 pound) pork shoulder roast; 1 cup barbeque sauce; 1/2 cup apple cider vinegar; 1/2 cup chicken broth; 1/4 cup light brown sugar; 1 tablespoon prepared yellow mustard; 1 tablespoon Worcestershire sauce; 1 tablespoon chili powder; 1 extra large onion, chopped; 2 large cloves garlic, crushed; 1 1/2 teaspoons dried thyme; 8 hamburger buns, split; 2 tablespoons butter, or as needed | Pour the vegetable oil into the bottom of a slow cooker. Place the pork roast into the slow cooker; pour in the barbecue sauce, apple cider vinegar, and chicken broth. Stir in the brown sugar, yellow mustard, Worcestershire sauce, chili powder, onion, garlic, and thyme. Cover and cook on High until the roast shreds easily with a fork, 5 to 6 hours.; Remove the roast from the slow cooker, and shred the meat using two forks. Return the shredded pork to the slow cooker, and stir the meat into the juices.; Spread the inside of both halves of hamburger buns with butter. Toast the buns, butter side down, in a skillet over medium heat until golden brown. Spoon pork into the toasted buns. | Home; Recipes; Main Dish; Sandwiches; Pork
Balsamic Roasted Pork Loin | 4K | 1723 | 4.58077430725098 | 3 h 5 m | 2 tablespoons steak seasoning rub; 1/2 cup balsamic vinegar; 1/2 cup olive oil; 2 pounds boneless pork loin roast | Dissolve steak seasoning in balsamic vinegar, then stir in olive oil. Place pork into a resealable plastic bag and pour marinade overtop. Squeeze out air and seal bag; marinate 2 hours to overnight.; Preheat oven to 350 degrees F (175 degrees C).; Place pork into a glass baking dish along with marinade. Bake in preheated oven, basting occasionally until the pork reaches an internal temperature of 145 degrees F (65 degrees C), about 1 hour. Let the roast rest for 10 minutes before slicing and serving. | Home; Recipes; World Cuisine; European; Italian
Cajun Chicken Pasta | 6K | 1574 | 4.7180061340332 | 40 m | 4 ounces linguine pasta; 2 skinless, boneless chicken breast halves; 2 teaspoons Cajun seasoning; 2 tablespoons butter; 1 red bell pepper, sliced; 1 green bell pepper, sliced; 4 fresh mushrooms, sliced; 1 green onion, chopped; 1 cup heavy cream; 1/4 teaspoon dried basil; 1/4 teaspoon lemon pepper; 1/4 teaspoon salt; 1/8 teaspoon garlic powder; 1/8 teaspoon ground black pepper; 1/4 cup grated Parmesan cheese | Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.; Place the chicken and the Cajun seasoning in a plastic bag. Shake to coat. In a large skillet over medium heat, saute the chicken in butter or margarine until almost tender (5 to 7 minutes).; Add the red bell pepper, green bell pepper, mushrooms and green onion. Saute and stir for 2 to 3 minutes. Reduce heat.; Add the cream, basil, lemon pepper, salt, garlic powder and ground black pepper. Heat through. Add the cooked linguine, toss and heat through. Sprinkle with grated Parmesan cheese and serve. | Home; Recipes; Main Dish; Pasta; Chicken
Zucchini Patties | 4K | 1680 | 4.52439022064209 | 30 m | 2 cups grated zucchini; 2 eggs, beaten; 1/4 cup chopped onion; 1/2 cup all-purpose flour; 1/2 cup grated Parmesan cheese; 1/2 cup shredded mozzarella cheese; salt to taste; 2 tablespoons vegetable oil | In a medium bowl, combine the zucchini, eggs, onion, flour, Parmesan cheese, mozzarella cheese, and salt. Stir well enough to distribute ingredients evenly.; Heat a small amount of oil in a skillet over medium-high heat. Drop zucchini mixture by heaping tablespoonfuls, and cook for a few minutes on each side until golden. | Home; Recipes; Side Dish; Vegetables; Squash; Zucchini
Tomato Chicken Parmesan | 3K | 1415 | 4.64222717285156 | 45 m | 2 eggs, beaten; 1 cup grated Parmesan cheese; 7 ounces seasoned bread crumbs; 6 skinless, boneless chicken breast halves; 1 tablespoon vegetable oil; 12 ounces pasta sauce; 6 slices Monterey Jack cheese | Preheat oven to 375 degrees F (190 degrees C).; Pour beaten eggs into a shallow dish or bowl. In another shallow dish or bowl, mix together the grated Parmesan cheese and bread crumbs. Dip chicken breasts into beaten egg, then into bread crumb mixture to coat.; In a large skillet, heat oil over medium high heat. Add coated chicken and saute for about 8 to 10 minutes each side, or until chicken is cooked through and juices run clear.; Pour tomato sauce into a lightly greased 9x13 inch baking dish. Add chicken, then place a slice of Monterey Jack cheese over each breast, and bake in the preheated oven for 20 minutes or until cheese is completely melted. | Home; Recipes; Main Dish; Chicken; Chicken Parmesan
Turkey and Quinoa Meatloaf | 3K | 1550 | 4.63797092437744 | 1 h 20 m | 1/4 cup quinoa; 1/2 cup water; 1 teaspoon olive oil; 1 small onion, chopped; 1 large clove garlic, chopped; 1 (20 ounce) package ground turkey; 1 tablespoon tomato paste; 1 tablespoon hot pepper sauce; 2 tablespoons Worcestershire sauce; 1 egg; 1 1/2 teaspoons salt; 1 teaspoon ground black pepper; 2 tablespoons brown sugar; 2 teaspoons Worcestershire sauce; 1 teaspoon water | Bring the quinoa and water to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until the quinoa is tender, and the water has been absorbed, about 15 to 20 minutes. Set aside to cool.; Preheat an oven to 350 degrees F (175 degrees C).; Heat the olive oil in a skillet over medium heat. Stir in the onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Add the garlic and cook for another minute; remove from heat to cool.; Stir the turkey, cooked quinoa, onions, tomato paste, hot sauce, 2 tablespoons Worcestershire, egg, salt, and pepper in a large bowl until well combined. The mixture will be very moist. Shape into a loaf on a foil lined baking sheet. Combine the brown sugar, 2 teaspoons Worcestershire, and 1 teaspoon water in a small bowl. Rub the paste over the top of the meatloaf.; Bake in the preheated oven until no longer pink in the center, about 50 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C). Let the meatloaf cool for 10 minutes before slicing and serving. | Home; Recipes; Meat and Poultry; Turkey; Ground
Garlic Prime Rib | 4K | 1533 | 4.79924249649048 | 1 h 40 m | 1 (10 pound) prime rib roast; 10 cloves garlic, minced; 2 tablespoons olive oil; 2 teaspoons salt; 2 teaspoons ground black pepper; 2 teaspoons dried thyme | Place the roast in a roasting pan with the fatty side up. In a small bowl, mix together the garlic, olive oil, salt, pepper and thyme. Spread the mixture over the fatty layer of the roast, and let the roast sit out until it is at room temperature, no longer than 1 hour.; Preheat the oven to 500 degrees F (260 degrees C).; Bake the roast for 20 minutes in the preheated oven, then reduce the temperature to 325 degrees F (165 degrees C), and continue roasting for an additional 60 to 75 minutes. The internal temperature of the roast should be at 135 degrees F (57 degrees C) for medium rare.; Allow the roast to rest for 10 or 15 minutes before carving so the meat can retain its juices. | Home; Recipes; Main Dish; Roasts
Marie's Easy Slow Cooker Pot Roast | 3K | 1472 | 4.58177471160889 | 9 h 40 m | 4 pounds chuck roast; salt and pepper to taste; 1 packet dry onion soup mix; 1 cup water; 3 carrots, chopped; 1 onion, chopped; 3 potatoes, peeled and cubed; 1 stalk celery, chopped | Season the roast with salt and pepper to taste. Brown on all sides in a large skillet over high heat, about 4 minutes per side.; Place the roast in the slow cooker and add the soup mix, water, carrots, onion, potatoes, and celery.; Cover and cook on Low setting for 8 to 10 hours. | Home; Recipes; Main Dish; Roasts
Spinach Tomato Tortellini | 4K | 1445 | 4.64443349838257 | 40 m | 1 (16 ounce) package cheese tortellini; 1 (14.5 ounce) can diced tomatoes with garlic and onion; 1 cup chopped fresh spinach; 1/2 teaspoon salt; 1/4 teaspoon pepper; 1 1/2 teaspoons dried basil; 1 teaspoon minced garlic; 2 tablespoons all-purpose flour; 3/4 cup milk; 3/4 cup heavy cream; 1/4 cup grated Parmesan cheese | Bring a large pot of water to a boil. Add the tortellini, and cook until tender, about 10 minutes.; While you get the tortellini going, combine the tomatoes, spinach, salt, pepper, basil and garlic in a large saucepan over medium heat. Cook and stir until the mixture begins to bubble.; In a medium bowl, whisk together the flour, milk and cream. Stir this mixture into the saucepan along with the Parmesan cheese. Heat through, then reduce heat to low, and simmer until thick, about 2 minutes.; Drain the tortellini, but do not rinse, then pour them into the saucepan with the sauce. Stir to coat, and serve. | Home; Recipes; World Cuisine; European; Italian
Slow-Cooker Barbecue Ribs | 3K | 1503 | 4.5165433883667 | 8 h 40 m | 4 pounds pork baby back ribs; salt and pepper to taste; 2 cups ketchup; 1 cup chili sauce; 1/2 cup packed brown sugar; 4 tablespoons vinegar; 2 teaspoons dried oregano; 2 teaspoons Worcestershire sauce; 1 dash hot sauce | Preheat oven to 400 degrees F (200 degrees C).; Season ribs with salt and pepper. Place in a shallow baking pan. Brown in oven 15 minutes. Turn over, and brown another 15 minutes; drain fat.; In a medium bowl, mix together the ketchup, chili sauce, brown sugar, vinegar, oregano, Worcestershire sauce, hot sauce, and salt and pepper. Place ribs in slow cooker. Pour sauce over ribs, and turn to coat.; Cover, and cook on Low 6 to 8 hours, or until ribs are tender. | Home; Recipes; Meat and Poultry; Pork; Ribs; Baby Back Ribs
Peppered Shrimp Alfredo | 3K | 1385 | 4.76976633071899 | 50 m | 12 ounces penne pasta; 1/4 cup butter; 2 tablespoons extra-virgin olive oil; 1 onion, diced; 2 cloves garlic, minced; 1 red bell pepper, diced; 1/2 pound portobello mushrooms, diced; 1 pound medium shrimp, peeled and deveined; 1 (15 ounce) jar Alfredo sauce; 1/2 cup grated Romano cheese; 1/2 cup cream; 1 teaspoon cayenne pepper, or more to taste; Salt and pepper to taste; 1/4 cup chopped parsley | Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.; Meanwhile, melt butter together with the olive oil in a saucepan over medium heat. Stir in onion, and cook until softened and translucent, about 2 minutes. Stir in garlic, red pepper, and mushroom; cook over medium-high heat until soft, about 2 minutes more.; Stir in the shrimp, and cook until firm and pink, then pour in Alfredo sauce, Romano cheese, and cream; bring to a simmer stirring constantly until thickened, about 5 minutes. Season with cayenne, salt, and pepper to taste. Stir drained pasta into the sauce, and serve sprinkled with chopped parsley. | Home; Recipes; World Cuisine; European; Italian
Baby Back Ribs | 2K | 1453 | 4.77348899841309 | 10 h 30 m | 2 pounds pork baby back ribs; 1 (18 ounce) bottle barbecue sauce | Tear off 4 pieces of aluminum foil big enough to enclose each portion of ribs. Spray each piece of foil with vegetable cooking spray. Brush the ribs liberally with barbeque sauce and place each portion in its own piece of foil. Wrap tightly and refrigerate for at least 8 hours, or overnight.; Preheat oven to 300 degrees F (150 degrees C).; Bake ribs wrapped tightly in the foil at 300 degrees F (150 degrees C) for 2 1/2 hours. Remove from foil and add more sauce, if desired. | Home; Recipes; Meat and Poultry; Pork; Ribs; Baby Back Ribs
Easy Garlic Broiled Chicken | 3K | 1442 | 4.53059148788452 | 30 m | 1/2 cup butter; 3 tablespoons minced garlic; 3 tablespoons soy sauce; 1/4 teaspoon black pepper; 1 tablespoon dried parsley; 6 boneless chicken thighs, with skin; dried parsley, to taste | Preheat the oven broiler. Lightly grease a baking pan.; In a microwave safe bowl, mix the butter, garlic, soy sauce, pepper, and parsley. Cook 2 minutes on High in the microwave, or until butter is melted.; Arrange chicken on the baking pan, and coat with the butter mixture, reserving some of the mixture for basting.; Broil chicken 20 minutes in the preheated oven, until juices run clear, turning occasionally and basting with remaining butter mixture. Sprinkle with parsley to serve. | Home; Recipes; Meat and Poultry; Chicken; Chicken Thighs
Chicken Breasts in Caper Cream Sauce | 3K | 1413 | 4.62339067459106 | 20 m | 4 boneless, skinless chicken breast halves; 1 teaspoon lemon pepper; 1 teaspoon salt; 1 teaspoon dried dill weed; 1 teaspoon garlic powder; 3 tablespoons butter; 1/2 cup whipping cream; 2 tablespoons capers, drained and rinsed | Season chicken breasts with lemon pepper, salt, dill weed, and garlic powder.; Melt butter in a large skillet over medium heat. Place breasts in skillet, and increase heat to medium-high. Turn chicken frequently, until brown, about 5 minutes. Reduce heat to medium, and cook 5 to 7 minutes, until breasts are cooked through. Remove chicken to a warm serving platter, and cover with foil.; Return skillet to stove, and increase heat to high. Whisk in whipping cream, whisking continuously until reduced to sauce consistency, about 3 minutes. Remove from heat. Stir in capers. Pour sauce over chicken, and serve. | Home; Recipes; Meat and Poultry; Chicken; Chicken Breasts; Pan-Fried
Pesto Chicken Florentine | 2K | 1181 | 4.54991626739502 | 55 m | 2 tablespoons olive oil; 2 cloves garlic, finely chopped; 4 skinless, boneless chicken breast halves - cut into strips; 2 cups fresh spinach leaves; 1 (4.5 ounce) package dry Alfredo sauce mix; 2 tablespoons pesto; 1 (8 ounce) package dry penne pasta; 1 tablespoon grated Romano cheese | Heat oil in a large skillet over medium high heat. Add garlic, saute for 1 minute; then add chicken and cook for 7 to 8 minutes on each side. When chicken is close to being cooked through (no longer pink inside), add spinach and saute all together for 3 to 4 minutes.; Meanwhile, prepare Alfredo sauce according to package directions. When finished, stir in 2 tablespoons pesto; set aside.; In a large pot of salted boiling water, cook pasta for 8 to 10 minutes or until al dente. Rinse under cold water and drain.; Add chicken/spinach mixture to pasta, then stir in pesto/Alfredo sauce. Mix well, top with cheese and serve. | Home; Recipes; World Cuisine; European; Italian
Chicken Fettuccini Alfredo | 2K | 1264 | 4.52712726593018 | 1 h | 6 skinless, boneless chicken breast halves - cut into cubes; 6 tablespoons butter, divided; 4 cloves garlic, minced, divided; 1 tablespoon Italian seasoning; 1 pound fettuccini pasta; 1 onion, diced; 1 (8 ounce) package sliced mushrooms; 1/3 cup all-purpose flour; 1 tablespoon salt; 3/4 teaspoon ground white pepper; 3 cups milk; 1 cup half-and-half; 3/4 cup grated Parmesan cheese; 8 ounces shredded Colby-Monterey Jack cheese; 3 roma (plum) tomatoes, diced; 1/2 cup sour cream | In a large skillet over medium heat combine chicken, 2 tablespoons butter, 2 cloves garlic, and Italian seasoning. Cook until chicken is no longer pink inside. Remove from skillet and set aside.; Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.; Meanwhile, melt 4 tablespoons butter in the skillet. Saute onion, 2 cloves garlic, and mushrooms until onions are transparent. Stir in flour, salt and pepper; cook 2 minutes. Slowly add milk and half-and-half, stirring until smooth and creamy. Stir in Parmesan and Colby-Monterey Jack cheeses; stir until cheese is melted. Stir in chicken mixture, tomatoes and sour cream. Serve over cooked fettuccini. | Home; Recipes; World Cuisine; European; Italian
Cheddar Baked Chicken | 5K | 1264 | 4.59398508071899 | 50 m | 1/4 cup butter, melted; 1/2 cup all-purpose flour; 1 teaspoon salt; 1 teaspoon ground black pepper; 1 teaspoon garlic powder; 1 egg; 1 tablespoon milk; 1 cup shredded Cheddar cheese; 1/2 cup Italian seasoned bread crumbs; 1 cup crispy rice cereal; 3 skinless, boneless chicken breast halves - cut in half; 2 tablespoons butter, melted | Preheat oven to 350 degrees F (175 degrees C). Coat a medium baking dish with 1/4 cup melted butter.; In a bowl, mix the flour, salt, pepper, and garlic powder. In a separate bowl, beat together the egg and milk. In a third bowl, mix the cheese, bread crumbs, cereal. Dredge chicken pieces in the flour mixture, dip in the egg mixture, then press in the breadcrumb mixture to coat. Arrange in the prepared baking dish. Drizzle 2 tablespoons butter evenly over chicken.; Bake 35 minutes in the preheated oven, or until coating is golden brown and chicken juices run clear. | Home; Recipes; Meat and Poultry; Chicken; Chicken Breasts
Kalua Pig in a Slow Cooker | 2K | 1335 | 4.70180559158325 | 20 h 10 m | 1 (6 pound) pork butt roast; 1 1/2 tablespoons Hawaiian sea salt; 1 tablespoon liquid smoke flavoring | Pierce pork all over with a carving fork. Rub salt then liquid smoke over meat. Place roast in a slow cooker.; Cover, and cook on Low for 16 to 20 hours, turning once during cooking time.; Remove meat from slow cooker, and shred, adding drippings as needed to moisten. | Home; Recipes; Everyday Cooking
Artichoke Spinach Lasagna | 2K | 1214 | 4.63817310333252 | 1 h 20 m | cooking spray; 9 uncooked lasagna noodles; 1 onion, chopped; 4 cloves garlic, chopped; 1 (14.5 ounce) can vegetable broth; 1 tablespoon chopped fresh rosemary; 1 (14 ounce) can marinated artichoke hearts, drained and chopped; 1 (10 ounce) package frozen chopped spinach, thawed, drained and squeezed dry; 1 (28 ounce) jar tomato pasta sauce; 3 cups shredded mozzarella cheese, divided; 1 (4 ounce) package herb and garlic feta, crumbled | Preheat oven to 350 degrees F (175 degrees C). Spray a 9x13 inch baking dish with cooking spray.; Bring a large pot of lightly salted water to a boil. Add noodles and cook for 8 to 10 minutes or until al dente; drain.; Spray a large skillet with cooking spray and heat on medium-high. Saute onion and garlic for 3 minutes, or until onion is tender-crisp. Stir in broth and rosemary; bring to a boil. Stir in artichoke hearts and spinach; reduce heat, cover and simmer 5 minutes. Stir in pasta sauce.; Spread 1/4 of the artichoke mixture in the bottom of the prepared baking dish; top with 3 cooked noodles. Sprinkle 3/4 cup mozzarella cheese over noodles. Repeat layers 2 more times, ending with artichoke mixture and mozzarella cheese. Sprinkle crumbled feta on top.; Bake, covered, for 40 minutes. Uncover, and bake 15 minutes more, or until hot and bubbly. Let stand 10 minutes before cutting. | Home; Recipes; World Cuisine; European; Italian
Foolproof Rib Roast | 3K | 1392 | 4.76125574111938 | 5 h 5 m | 1 (5 pound) standing beef rib roast; 2 teaspoons salt; 1 teaspoon ground black pepper; 1 teaspoon garlic powder | Allow roast to stand at room temperature for at least 1 hour.; Preheat the oven to 375 degrees F (190 degrees C). Combine the salt, pepper and garlic powder in a small cup. Place the roast on a rack in a roasting pan so that the fatty side is up and the rib side is on the bottom. Rub the seasoning onto the roast.; Roast for 1 hour in the preheated oven. Turn the oven off and leave the roast inside. Do not open the door. Leave it in there for 3 hours. 30 to 40 minutes before serving, turn the oven back on at 375 degrees F (190 degrees C) to reheat the roast. The internal temperature should be at least 145 degrees F (62 degrees C). Remove from the oven and let rest for 10 minutes before carving into servings. | Home; Recipes; Everyday Cooking
To Die For Fettuccine Alfredo | 4K | 1260 | 4.59703254699707 | 30 m | 24 ounces dry fettuccini pasta; 1 cup butter; 3/4 pint heavy cream; salt and pepper to taste; 1 dash garlic salt; 3/4 cup grated Romano cheese; 1/2 cup grated Parmesan cheese | Bring a large pot of lightly salted water to a boil. Add fettuccini and cook for 8 to 10 minutes or until al dente; drain.; In a large saucepan, melt butter into cream over low heat. Add salt, pepper and garlic salt. Stir in cheese over medium heat until melted; this will thicken the sauce.; Add pasta to sauce. Use enough of the pasta so that all of the sauce is used and the pasta is thoroughly coated. Serve immediately. | Home; Recipes; Pasta and Noodles; Pasta by Shape
Shrimp Lemon Pepper Linguini | 2K | 1205 | 4.53662872314453 | 40 m | 1 (8 ounce) package linguine pasta; 1 tablespoon olive oil; 6 cloves garlic, minced; 1/2 cup chicken broth; 1/4 cup white wine; 1 lemon, juiced; 1/2 teaspoon lemon zest; salt to taste; 2 teaspoons freshly ground black pepper; 1 pound fresh shrimp, peeled and deveined; 1/4 cup butter; 3 tablespoons chopped fresh parsley; 1 tablespoon chopped fresh basil | Bring a large pot of lightly salted water to a boil. Add linguine, and cook for 9 to 13 minutes or until al dente; drain.; Heat oil in a large saucepan over medium heat, and saute garlic about 1 minute. Mix in chicken broth, wine, lemon juice, lemon zest, salt, and pepper. Reduce heat, and simmer until liquid is reduced by about 1/2.; Mix shrimp, butter, parsley, and basil into the saucepan. Cook 2 to 3 minutes, until shrimp is opaque. Stir in the cooked linguine, and continue cooking 2 minutes, until well coated. | Home; Recipes; Seafood; Shellfish; Shrimp
Chicken Parmigiana | 3K | 1083 | 4.57289791107178 | 1 h 30 m | 1 egg, beaten; 2 ounces dry bread crumbs; 2 skinless, boneless chicken breast halves; 3/4 (16 ounce) jar spaghetti sauce; 2 ounces shredded mozzarella cheese; 1/4 cup grated Parmesan cheese | Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium baking sheet.; Pour egg into a small shallow bowl. Place bread crumbs in a separate shallow bowl. Dip chicken into egg, then into the bread crumbs. Place coated chicken on the prepared baking sheet and bake in the preheated oven for 40 minutes, or until no longer pink and juices run clear.; Pour 1/2 of the spaghetti sauce into a 7x11 inch baking dish. Place chicken over sauce, and cover with remaining sauce. Sprinkle mozzarella and Parmesan cheeses on top and return to the preheated oven for 20 minutes. | Home; Recipes; World Cuisine; European; Italian
