Coconut Cream Pie II | 22 | 9 | 3.92307686805725 | 7 h | 1 1/2 cups vanilla wafer crumbs; 1/3 cup butter, melted; 1 (.25 ounce) package unflavored gelatin; 1/3 cup cold milk; 3 egg yolks; 2/3 cup white sugar; 1 cup hot milk; 1/2 teaspoon almond extract; 3 egg whites; 1 cup heavy cream, whipped; 1 1/2 cups fresh shredded coconut; 1 tablespoon fresh shredded coconut | Preheat oven to 350 degrees F (175 degrees C).; In a medium bowl, mix together wafer crumbs and melted butter. Press mixture firmly into bottom and sides of a 9-inch pie pan. Bake in preheated oven for 7 minutes. Remove and allow to cool.; Dissolve gelatin in cold milk and set aside to soften.; Beat egg yolks and sugar together, then slowly pour in hot milk while whisking constantly. Cook over medium heat, stirring constantly, until mixture coats a spoon. Remove from heat, then stir in gelatin, followed by almond extract. Chill.; Beat egg whites until stiff. Fold egg whites, whipped cream, and coconut into chilled custard. Pour into pie shell, and sprinkle with additional coconut. Chill 6 hours or overnight before serving. | Home; Recipes; Desserts; Pies; No-Bake Pies; Chiffon Pie
Fresh Southern Peach Cobbler | 5K | 2469 | 4.69925737380981 | 1 h | 8 fresh peaches - peeled, pitted and sliced into thin wedges; 1/4 cup white sugar; 1/4 cup brown sugar; 1/4 teaspoon ground cinnamon; 1/8 teaspoon ground nutmeg; 1 teaspoon fresh lemon juice; 2 teaspoons cornstarch; 1 cup all-purpose flour; 1/4 cup white sugar; 1/4 cup brown sugar; 1 teaspoon baking powder; 1/2 teaspoon salt; 6 tablespoons unsalted butter, chilled and cut into small pieces; 1/4 cup boiling water; 3 tablespoons white sugar; 1 teaspoon ground cinnamon | Preheat oven to 425 degrees F (220 degrees C).; In a large bowl, combine peaches, 1/4 cup white sugar, 1/4 cup brown sugar, 1/4 teaspoon cinnamon, nutmeg, lemon juice, and cornstarch. Toss to coat evenly, and pour into a 2 quart baking dish. Bake in preheated oven for 10 minutes.; Meanwhile, in a large bowl, combine flour, 1/4 cup white sugar, 1/4 cup brown sugar, baking powder, and salt. Blend in butter with your fingertips, or a pastry blender, until mixture resembles coarse meal. Stir in water until just combined.; Remove peaches from oven, and drop spoonfuls of topping over them. Sprinkle entire cobbler with the sugar and cinnamon mixture. Bake until topping is golden, about 30 minutes. | Home; Recipes; Desserts; Fruit Desserts; Peach Desserts
Banana Pudding IV | 5K | 2466 | 4.77460813522339 | 3 h 30 m | 1 (8 ounce) package cream cheese; 1 (14 ounce) can sweetened condensed milk; 1 (5 ounce) package instant vanilla pudding mix; 3 cups cold milk; 1 teaspoon vanilla extract; 1 (8 ounce) container frozen whipped topping, thawed; 4 bananas, sliced; 1/2 (12 ounce) package vanilla wafers | In a large bowl, beat cream cheese until fluffy. Beat in condensed milk, pudding mix, cold milk and vanilla until smooth. Fold in 1/2 of the whipped topping.; Line the bottom of a 9x13 inch dish with vanilla wafers. Arrange sliced bananas evenly over wafers. Spread with pudding mixture. Top with remaining whipped topping. Chill. | Home; Recipes; Desserts; Fruit Desserts; Banana Desserts
White Chocolate Raspberry Cheesecake | 3K | 2272 | 4.83200740814209 | 10 h | 1 cup chocolate cookie crumbs; 3 tablespoons white sugar; 1/4 cup butter, melted; 1 (10 ounce) package frozen raspberries; 2 tablespoons white sugar; 2 teaspoons cornstarch; 1/2 cup water; 2 cups white chocolate chips; 1/2 cup half-and-half cream; 3 (8 ounce) packages cream cheese, softened; 1/2 cup white sugar; 3 eggs; 1 teaspoon vanilla extract | In a medium bowl, mix together cookie crumbs, 3 tablespoons sugar, and melted butter. Press mixture into the bottom of a 9 inch springform pan.; In a saucepan, combine raspberries, 2 tablespoons sugar, cornstarch, and water. Bring to boil, and continue boiling 5 minutes, or until sauce is thick. Strain sauce through a mesh strainer to remove seeds.; Preheat oven to 325 degrees F (165 degrees C). In a metal bowl over a pan of simmering water, melt white chocolate chips with half-and-half, stirring occasionally until smooth.; In a large bowl, mix together cream cheese and 1/2 cup sugar until smooth. Beat in eggs one at a time. Blend in vanilla and melted white chocolate. Pour half of batter over crust. Spoon 3 tablespoons raspberry sauce over batter. Pour remaining cheesecake batter into pan, and again spoon 3 tablespoons raspberry sauce over the top. Swirl batter with the tip of a knife to create a marbled effect.; Bake for 55 to 60 minutes, or until filling is set. Cool, cover with plastic wrap, and refrigerate for 8 hours before removing from pan. Serve with remaining raspberry sauce. | Home; Recipes; Desserts; Fruit Desserts; Raspberry Desserts
One Bowl Chocolate Cake III | 6K | 2571 | 4.69781637191772 | 1 h | 2 cups white sugar; 1 3/4 cups all-purpose flour; 3/4 cup unsweetened cocoa powder; 1 1/2 teaspoons baking powder; 1 1/2 teaspoons baking soda; 1 teaspoon salt; 2 eggs; 1 cup milk; 1/2 cup vegetable oil; 2 teaspoons vanilla extract; 1 cup boiling water | Preheat oven to 350 degrees F (175 degrees C). Grease and flour two nine inch round pans.; In a large bowl, stir together the sugar, flour, cocoa, baking powder, baking soda and salt. Add the eggs, milk, oil and vanilla, mix for 2 minutes on medium speed of mixer. Stir in the boiling water last. Batter will be thin. Pour evenly into the prepared pans.; Bake 30 to 35 minutes in the preheated oven, until the cake tests done with a toothpick. Cool in the pans for 10 minutes, then remove to a wire rack to cool completely. | Home; Recipes; Desserts; Chocolate
Classic Peanut Butter Cookies | 6K | 2362 | 4.58894681930542 | 1 h 25 m | 1 cup unsalted butter; 1 cup crunchy peanut butter; 1 cup white sugar; 1 cup packed brown sugar; 2 eggs; 2 1/2 cups all-purpose flour; 1 teaspoon baking powder; 1/2 teaspoon salt; 1 1/2 teaspoons baking soda | Cream butter, peanut butter, and sugars together in a bowl; beat in eggs.; In a separate bowl, sift flour, baking powder, baking soda, and salt; stir into butter mixture. Put dough in refrigerator for 1 hour.; Roll dough into 1 inch balls and put on baking sheets. Flatten each ball with a fork, making a crisscross pattern. Bake in a preheated 375 degrees F oven for about 10 minutes or until cookies begin to brown. | Home; Recipes; Desserts; Cookies; Peanut Butter Cookies
Country Apple Dumplings | 3K | 2415 | 4.77547645568848 | 1 h 5 m | 2 large Granny Smith apples, peeled and cored; 2 (10 ounce) cans refrigerated crescent roll dough; 1 cup butter; 1 1/2 cups white sugar; 1 teaspoon ground cinnamon; 1 (12 fluid ounce) can or bottle Mountain Dew ™ | Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.; Cut each apple into 8 wedges and set aside. Separate the crescent roll dough into triangles. Roll each apple wedge in crescent roll dough starting at the smallest end. Pinch to seal and place in the baking dish.; Melt butter in a small saucepan and stir in the sugar and cinnamon. Pour over the apple dumplings. Pour Mountain Dew(TM) over the dumplings.; Bake for 35 to 45 minutes in the preheated oven, or until golden brown. | Home; Recipes; Desserts; Fruit Desserts; Apple Desserts
Easy OREO Truffles | 3K | 2065 | 4.7634596824646 | 1 h 30 m | 1 (16 ounce) package OREO Chocolate Sandwich Cookies, divided; 1 (8 ounce) package PHILADELPHIA Cream Cheese, softened; 2 (8 ounce) packages BAKER'S Semi-Sweet Baking Chocolate, melted | Crush 9 of the cookies to fine crumbs in food processor; reserve for later use. (Cookies can also be finely crushed in a resealable plastic bag using a rolling pin.) Crush remaining 36 cookies to fine crumbs; place in medium bowl. Add cream cheese; mix until well blended. Roll cookie mixture into 42 balls, about 1-inch in diameter.; Dip balls in chocolate; place on wax paper-covered baking sheet. (Any leftover chocolate can be stored at room temperature for another use.) Sprinkle with reserved cookie crumbs.; Refrigerate until firm, about 1 hour. Store leftover truffles, covered, in refrigerator. | Home; Recipes; Trusted Brands: Recipes and Tips
Zucchini Brownies | 3K | 2393 | 4.48478507995605 | 45 m | 1/2 cup vegetable oil; 1 1/2 cups white sugar; 2 teaspoons vanilla extract; 2 cups all-purpose flour; 1/2 cup unsweetened cocoa powder; 1 1/2 teaspoons baking soda; 1 teaspoon salt; 2 cups shredded zucchini; 1/2 cup chopped walnuts; 6 tablespoons unsweetened cocoa powder; 1/4 cup margarine; 2 cups confectioners' sugar; 1/4 cup milk; 1/2 teaspoon vanilla extract | Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.; In a large bowl, mix together the oil, sugar and 2 teaspoons vanilla until well blended. Combine the flour, 1/2 cup cocoa, baking soda and salt; stir into the sugar mixture. Fold in the zucchini and walnuts. Spread evenly into the prepared pan.; Bake for 25 to 30 minutes in the preheated oven, until brownies spring back when gently touched.; Make frosting while brownies cool. Melt together the 6 tablespoons of cocoa and margarine; set aside to cool.; Meanwhile, blend together the confectioners' sugar, milk and 1/2 teaspoon vanilla. Stir in the cocoa mixture. Spread over cooled brownies before cutting into squares. | Home; Recipes; Desserts; Cookies; Zucchini Cookies
Perfect Pumpkin Pie | 5K | 1972 | 4.67715406417847 | 1 h 10 m | 1 (15 ounce) can pumpkin; 1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk; 2 large eggs; 1 teaspoon ground cinnamon; 1/2 teaspoon ground ginger; 1/2 teaspoon ground nutmeg; 1/2 teaspoon salt; 1 (9 inch) unbaked pie crust | Preheat oven to 425 degrees F. Whisk pumpkin, sweetened condensed milk, eggs, spices and salt in medium bowl until smooth. Pour into crust. Bake 15 minutes.; Reduce oven temperature to 350 degrees F and continue baking 35 to 40 minutes or until knife inserted 1 inch from crust comes out clean. Cool. Garnish as desired. Store leftovers covered in refrigerator. | Home; Recipes; Trusted Brands: Recipes and Tips; EAGLE BRAND®
Black Magic Cake | 5K | 2141 | 4.76584339141846 | 1 h | 1 3/4 cups all-purpose flour; 2 cups white sugar; 3/4 cup unsweetened cocoa powder; 2 teaspoons baking soda; 1 teaspoon baking powder; 1 teaspoon salt; 2 eggs; 1 cup strong brewed coffee; 1 cup buttermilk; 1/2 cup vegetable oil; 1 teaspoon vanilla extract | Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans or one 9x13 inch pan.; In large bowl combine flour, sugar, cocoa, baking soda, baking powder and salt. Make a well in the center.; Add eggs, coffee, buttermilk, oil and vanilla. Beat for 2 minutes on medium speed. Batter will be thin. Pour into prepared pans.; Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes, or until toothpick inserted into center of cake comes out clean. Cool for 10 minutes, then remove from pans and finish cooling on a wire rack. Fill and frost as desired. | Home; Recipes; Desserts; Chocolate
Peanut Butter Bars I | 4K | 2108 | 4.60700130462646 | 1 h 25 m | 1 cup butter or margarine, melted; 2 cups graham cracker crumbs; 2 cups confectioners' sugar; 1 cup peanut butter; 1 1/2 cups semisweet chocolate chips; 4 tablespoons peanut butter | In a medium bowl, mix together the butter or margarine, graham cracker crumbs, confectioners' sugar, and 1 cup peanut butter until well blended. Press evenly into the bottom of an ungreased 9x13 inch pan.; In a metal bowl over simmering water, or in the microwave, melt the chocolate chips with the peanut butter, stirring occasionally until smooth. Spread over the prepared crust. Refrigerate for at least one hour before cutting into squares. | Home; Recipes; Desserts; Cookies; Peanut Butter Cookies
Oatmeal Peanut Butter Cookies | 4K | 2224 | 4.63001823425293 | 1 h | 1/2 cup shortening; 1/2 cup margarine, softened; 1 cup packed brown sugar; 3/4 cup white sugar; 1 cup peanut butter; 2 eggs; 1 1/2 cups all-purpose flour; 2 teaspoons baking soda; 1 teaspoon salt; 1 cup quick-cooking oats | Preheat oven to 350 degrees F (175 degrees C).; In a large bowl, cream together shortening, margarine, brown sugar, white sugar, and peanut butter until smooth. Beat in the eggs one at a time until well blended. Combine the flour, baking soda, and salt; stir into the creamed mixture. Mix in the oats until just combined. Drop by teaspoonfuls onto ungreased cookie sheets.; Bake for 10 to 15 minutes in the preheated oven, or until just light brown. Don't over-bake. Cool and store in an airtight container. | Home; Recipes; Desserts; Cookies; Peanut Butter Cookies
Sam's Famous Carrot Cake | 4K | 2155 | 4.77793884277344 | 1 h 40 m | 3 eggs; 3/4 cup buttermilk; 3/4 cup vegetable oil; 1 1/2 cups white sugar; 2 teaspoons vanilla extract; 2 teaspoons ground cinnamon; 1/4 teaspoon salt; 2 cups all-purpose flour; 2 teaspoons baking soda; 2 cups shredded carrots; 1 cup flaked coconut; 1 cup chopped walnuts; 1 (8 ounce) can crushed pineapple with juice; 1 cup raisins | Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8x12 inch pan.; In a medium bowl, sift together flour, baking soda, salt and cinnamon. Set aside.; In a large bowl, combine eggs, buttermilk, oil, sugar and vanilla. Mix well. Add flour mixture and mix well.; In a medium bowl, combine shredded carrots, coconut, walnuts, pineapple and raisins.; Using a large wooden spoon or a very heavy whisk, add carrot mixture to batter and fold in well.; Pour into prepared 8x12 inch pan, and bake at 350 degrees F (175 degrees C) for 1 hour. Check with toothpick.; Allow to cool for at least 20 minutes before serving. | Home; Recipes; Desserts; Cakes; Sheet Cake
Sweet Potato Pie I | 6K | 2093 | 4.78179788589478 | 2 h 20 m | 1 (1 pound) sweet potato; 1/2 cup butter, softened; 1 cup white sugar; 1/2 cup milk; 2 eggs; 1/2 teaspoon ground nutmeg; 1/2 teaspoon ground cinnamon; 1 teaspoon vanilla extract; 1 (9 inch) unbaked pie crust | Boil sweet potato whole in skin for 40 to 50 minutes, or until done. Run cold water over the sweet potato, and remove the skin.; Break apart sweet potato in a bowl. Add butter, and mix well with mixer. Stir in sugar, milk, eggs, nutmeg, cinnamon and vanilla. Beat on medium speed until mixture is smooth. Pour filling into an unbaked pie crust.; Bake at 350 degrees F (175 degrees C) for 55 to 60 minutes, or until knife inserted in center comes out clean. Pie will puff up like a souffle, and then will sink down as it cools. | Home; Recipes; Desserts; Pies; Sweet Potato Pie
The Best Lemon Bars | 6K | 1984 | 4.50828504562378 | 55 m | 1 cup butter, softened; 1/2 cup white sugar; 2 cups all-purpose flour; 4 eggs; 1 1/2 cups white sugar; 1/4 cup all-purpose flour; 2 lemons, juiced | Preheat oven to 350 degrees F (175 degrees C).; In a medium bowl, blend together softened butter, 2 cups flour and 1/2 cup sugar. Press into the bottom of an ungreased 9x13 inch pan.; Bake for 15 to 20 minutes in the preheated oven, or until firm and golden. In another bowl, whisk together the remaining 1 1/2 cups sugar and 1/4 cup flour. Whisk in the eggs and lemon juice. Pour over the baked crust.; Bake for an additional 20 minutes in the preheated oven. The bars will firm up as they cool. For a festive tray, make another pan using limes instead of lemons and adding a drop of green food coloring to give a very pale green. After both pans have cooled, cut into uniform 2 inch squares and arrange in a checker board fashion. | Home; Recipes; Desserts; Fruit Desserts; Lemon Desserts
Pecan Pie V | 4K | 1971 | 4.69794511795044 | 1 h 5 m | 1 cup light brown sugar; 1/4 cup white sugar; 1/2 cup butter; 2 eggs; 1 tablespoon all-purpose flour; 1 tablespoon milk; 1 teaspoon vanilla extract; 1 cup chopped pecans | Preheat oven to 400 degrees F (205 degrees C).; In a large bowl, beat eggs until foamy, and stir in melted butter. Stir in the brown sugar, white sugar and the flour; mix well. Last add the milk, vanilla and nuts.; Pour into an unbaked 9-in pie shell. Bake in preheated oven for 10 minutes at 400 degrees, then reduce temperature to 350 degrees and bake for 30 to 40 minutes, or until done. | Home; Recipes; Desserts; Pies; Pecan Pie
Extreme Chocolate Cake | 4K | 2041 | 4.69263887405396 | 1 h 5 m | 2 cups white sugar; 1 3/4 cups all-purpose flour; 3/4 cup unsweetened cocoa powder; 1 1/2 teaspoons baking soda; 1 1/2 teaspoons baking powder; 1 teaspoon salt; 2 eggs; 1 cup milk; 1/2 cup vegetable oil; 2 teaspoons vanilla extract; 1 cup boiling water; 3/4 cup butter; 1 1/2 cups unsweetened cocoa powder; 5 1/3 cups confectioners' sugar; 2/3 cup milk; 1 teaspoon vanilla extract | Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch cake pans.; Use the first set of ingredients to make the cake. In a medium bowl, stir together the sugar, flour, cocoa, baking soda, baking powder and salt. Add the eggs, milk, oil and vanilla, mix for 3 minutes with an electric mixer. Stir in the boiling water by hand. Pour evenly into the two prepared pans.; Bake for 30 to 35 minutes in the preheated oven, until a toothpick inserted comes out clean. Cool for 10 minutes before removing from pans to cool completely.; To make the frosting, use the second set of ingredients. Cream butter until light and fluffy. Stir in the cocoa and confectioners' sugar alternately with the milk and vanilla. Beat to a spreading consistency.; Split the layers of cooled cake horizontally, cover the top of each layer with frosting, then stack them onto a serving plate. Frost the outside of the cake. | Home; Recipes; Desserts; Chocolate
Outrageous Chocolate Chip Cookies | 4K | 1933 | 4.69261789321899 | 25 m | 1/2 cup butter; 1/2 cup white sugar; 1/3 cup packed brown sugar; 1/2 cup peanut butter; 1/2 teaspoon vanilla extract; 1 egg; 1 cup all-purpose flour; 1 teaspoon baking soda; 1/4 teaspoon salt; 1/2 cup rolled oats; 1 cup semisweet chocolate chips | Preheat oven to 350 degrees F (175 degrees C).; In a medium bowl, cream together the butter, white sugar and brown sugar until smooth. Stir in the peanut butter, vanilla and egg until well blended. Combine the flour, baking soda and salt; stir into the batter just until moistened. Mix in the oats and chocolate chips until evenly distributed. Drop by tablespoonfuls on to lightly greased cookie sheets.; Bake for 10 to 12 minutes in the preheated oven, until the edges start to brown. Cool on cookie sheets for about 5 minutes before transferring to wire racks to cool completely. | Home; Recipes; Desserts; Cookies; Chocolate Chip Cookies
Raspberry and Almond Shortbread Thumbprints | 4K | 1913 | 4.66761922836304 | 1 h 15 m | 1 cup butter, softened; 2/3 cup white sugar; 1/2 teaspoon almond extract; 2 cups all-purpose flour; 1/2 cup seedless raspberry jam; 1/2 cup confectioners' sugar; 3/4 teaspoon almond extract; 1 teaspoon milk | Preheat oven to 350 degrees F (175 degrees C).; In a medium bowl, cream together butter and white sugar until smooth. Mix in 1/2 teaspoon almond extract. Mix in flour until dough comes together. Roll dough into 1 1/2 inch balls, and place on ungreased cookie sheets. Make a small hole in the center of each ball, using your thumb and finger, and fill the hole with preserves.; Bake for 14 to 18 minutes in preheated oven, or until lightly browned. Let cool 1 minute on the cookie sheet.; In a medium bowl, mix together the confectioners' sugar, 3/4 teaspoon almond extract, and milk until smooth. Drizzle lightly over warm cookies. | Home; Recipes; Desserts; Nut Desserts; Almond Desserts
Banana Cake VI | 4K | 2010 | 4.75913619995117 | 2 h 30 m | 3/4 cup butter; 2 1/8 cups white sugar; 3 eggs; 2 teaspoons vanilla extract; 3 cups all-purpose flour; 1 1/2 teaspoons baking soda; 1/4 teaspoon salt; 1 1/2 cups buttermilk; 2 teaspoons lemon juice; 1 1/2 cups mashed bananas; 1/2 cup butter, softened; 1 (8 ounce) package cream cheese, softened; 3 1/2 cups confectioners' sugar; 1 teaspoon vanilla extract | Preheat oven to 275 degrees F (135 degrees C). Grease and flour a 9x13 inch pan. In a small bowl, mix mashed bananas with lemon juice, set aside. In a medium bowl, mix flour, baking soda and salt. Set aside.; In a large bowl, cream 3/4 cup butter and 2 1/8 cups sugar until light and fluffy. Beat in the eggs one at a time, then stir in 2 teaspoons vanilla. Beat in the flour mixture alternately with the buttermilk. Stir in banana mixture. Pour batter into prepared pan.; Bake in preheated oven for 1 hour, or until a toothpick inserted into the center of the cake comes out clean. Remove from oven and place directly into freezer for 45 minutes. This will make the cake very moist.; For the frosting: In a large bowl, cream 1/2 cup butter and cream cheese until smooth. Beat in 1 teaspoon vanilla. Add confectioners sugar and beat on low speed until combined, then on high until frosting is smooth. Spread on cooled cake. | Home; Recipes; Desserts; Fruit Desserts; Banana Desserts
Grandma's Lemon Meringue Pie | 4K | 1861 | 4.6037974357605 | 40 m | 1 cup white sugar; 2 tablespoons all-purpose flour; 3 tablespoons cornstarch; 1/4 teaspoon salt; 1 1/2 cups water; 2 lemons, juiced and zested; 2 tablespoons butter; 4 egg yolks, beaten; 1 (9 inch) pie crust, baked; 4 egg whites; 6 tablespoons white sugar | Preheat oven to 350 degrees F (175 degrees C).; To Make Lemon Filling: In a medium saucepan, whisk together 1 cup sugar, flour, cornstarch, and salt. Stir in water, lemon juice and lemon zest. Cook over medium-high heat, stirring frequently, until mixture comes to a boil. Stir in butter. Place egg yolks in a small bowl and gradually whisk in 1/2 cup of hot sugar mixture. Whisk egg yolk mixture back into remaining sugar mixture. Bring to a boil and continue to cook while stirring constantly until thick. Remove from heat. Pour filling into baked pastry shell.; To Make Meringue: In a large glass or metal bowl, whip egg whites until foamy. Add sugar gradually, and continue to whip until stiff peaks form. Spread meringue over pie, sealing the edges at the crust.; Bake in preheated oven for 10 minutes, or until meringue is golden brown. | Home; Recipes; Trusted Brands: Recipes and Tips; Dixie
Aunt Teen's Creamy Chocolate Fudge | 3K | 1823 | 4.60319519042969 | 30 m | 1 (7 ounce) jar marshmallow creme; 1 1/2 cups white sugar; 2/3 cup evaporated milk; 1/4 cup butter; 1/4 teaspoon salt; 2 cups milk chocolate chips; 1 cup semisweet chocolate chips; 1/2 cup chopped nuts; 1 teaspoon vanilla extract | Line an 8x8 inch pan with aluminum foil. Set aside.; In a large saucepan over medium heat, combine marshmallow cream, sugar, evaporated milk, butter and salt. Bring to a full boil, and cook for 5 minutes, stirring constantly.; Remove from heat and pour in semisweet chocolate chips and milk chocolate chips. Stir until chocolate is melted and mixture is smooth. Stir in nuts and vanilla. Pour into prepared pan. Chill in refrigerator for 2 hours, or until firm. | Home; Recipes; Desserts; Chocolate; Milk Chocolate
Cake Balls | 2K | 1869 | 4.25982522964478 | 3 h 10 m | 1 (18.25 ounce) package chocolate cake mix; 1 (16 ounce) container prepared chocolate frosting; 1 (3 ounce) bar chocolate flavored confectioners coating | Prepare the cake mix according to package directions using any of the recommended pan sizes. When cake is done, crumble while warm into a large bowl, and stir in the frosting until well blended.; Melt chocolate coating in a glass bowl in the microwave, or in a metal bowl over a pan of simmering water, stirring occasionally until smooth.; Use a melon baller or small scoop to form balls of the chocolate cake mixture. Dip the balls in chocolate using a toothpick or fork to hold them. Place on waxed paper to set. | Home; Recipes; Desserts; Cakes; Cake Pops
MMMMM... Brownies | 4K | 1759 | 4.54631280899048 | 1 h | 1/2 cup white sugar; 2 tablespoons butter; 2 tablespoons water; 1 1/2 cups semisweet chocolate chips; 2 eggs; 1/2 teaspoon vanilla extract; 2/3 cup all-purpose flour; 1/4 teaspoon baking soda; 1/2 teaspoon salt | Preheat the oven to 325 degrees F (165 degrees C). Grease an 8x8 inch square pan.; In a medium saucepan, combine the sugar, butter and water. Cook over medium heat until boiling. Remove from heat and stir in chocolate chips until melted and smooth. Mix in the eggs and vanilla. Combine the flour, baking soda and salt; stir into the chocolate mixture. Spread evenly into the prepared pan.; Bake for 25 to 30 minutes in the preheated oven, until brownies set up. Do not overbake! Cool in pan and cut into squares. | Home; Recipes; Desserts; Cookies; Brownies; Chocolate Brownies
Easiest Peanut Butter Fudge | 3K | 1811 | 4.48683023452759 | 1 h 20 m | 1/2 cup butter; 1 (16 ounce) package brown sugar; 1/2 cup milk; 3/4 cup peanut butter; 1 teaspoon vanilla extract; 3 1/2 cups confectioners' sugar | Melt butter in a medium saucepan over medium heat. Stir in brown sugar and milk. Bring to a boil and boil for 2 minutes, stirring frequently. Remove from heat. Stir in peanut butter and vanilla. Pour over confectioners' sugar in a large mixing bowl. Beat until smooth; pour into an 8x8 inch dish. Chill until firm and cut into squares. | Home; Recipes; Desserts; Candy; Fudge; Peanut Butter
Sopapilla Cheesecake Pie | 3K | 1632 | 4.76803636550903 | 3 h | 2 (8 ounce) packages cream cheese, softened; 1 cup white sugar; 1 teaspoon Mexican vanilla extract; 2 (8 ounce) cans refrigerated crescent rolls; 3/4 cup white sugar; 1 teaspoon ground cinnamon; 1/2 cup butter, room temperature; 1/4 cup honey | Preheat an oven to 350 degrees F (175 degrees C). Prepare a 9x13 inch baking dish with cooking spray.; Beat the cream cheese with 1 cup of sugar and the vanilla extract in a bowl until smooth.; Unroll the cans of crescent roll dough, and use a rolling pin to shape each piece into 9x13 inch rectangles. Press one piece into the bottom of a 9x13 inch baking dish. Evenly spread the cream cheese mixture into the baking dish, then cover with the remaining piece of crescent dough. Stir together 3/4 cup of sugar, cinnamon, and butter. Dot the mixture over the top of the cheesecake.; Bake in the preheated oven until the crescent dough has puffed and turned golden brown, about 30 minutes. Remove from the oven and drizzle with honey. Cool completely in the pan before cutting into 12 squares. | Home; Recipes; World Cuisine; Latin American; Mexican
Caramel Popcorn | 2K | 1782 | 4.85427141189575 | 1 h 30 m | 1 cup butter; 2 cups brown sugar; 1/2 cup corn syrup; 1 teaspoon salt; 1/2 teaspoon baking soda; 1 teaspoon vanilla extract; 5 quarts popped popcorn | Preheat oven to 250 degrees F (95 degrees C). Place popcorn in a very large bowl.; In a medium saucepan over medium heat, melt butter. Stir in brown sugar, corn syrup and salt. Bring to a boil, stirring constantly. Boil without stirring 4 minutes. Remove from heat and stir in soda and vanilla. Pour in a thin stream over popcorn, stirring to coat.; Place in two large shallow baking dishes and bake in preheated oven, stirring every 15 minutes, for 1 hour. Remove from oven and let cool completely before breaking into pieces. | Home; Recipes; Desserts; Candy; Popcorn Candy
No Bake Peanut Butter Pie | 3K | 1590 | 4.77460145950317 | 2 h 20 m | 1 (8 ounce) package cream cheese; 1 1/2 cups confectioners' sugar; 1 cup peanut butter; 1 cup milk; 1 (16 ounce) package frozen whipped topping, thawed; 2 (9 inch) prepared graham cracker crusts | Beat together cream cheese and confectioners' sugar. Mix in peanut butter and milk. Beat until smooth. Fold in whipped topping.; Spoon into two 9 inch graham cracker pie shells; cover, and freeze until firm. | Home; Recipes; Desserts; Pies; No-Bake Pies; Peanut Butter Pie
No Bake Cookies III | 3K | 1574 | 4.57448816299438 | 25 m | 2 cups white sugar; 3 tablespoons unsweetened cocoa powder; 1/2 cup margarine; 1/2 cup milk; 1 pinch salt; 3 cups quick cooking oats; 1/2 cup peanut butter; 1 teaspoon vanilla extract | In a saucepan bring sugar, cocoa, margarine, milk, and salt to a rapid boil for 1 minute.; Add quick cooking oats, peanut butter, and vanilla; mix well.; Working quickly, drop by teaspoonfuls onto waxed paper, and let cool. | Home; Recipes; Desserts; Cookies; No-Bake Cookies
Chocolate Trifle | 2K | 1622 | 4.7142162322998 | 8 h 55 m | 1 (19.8 ounce) package brownie mix; 1 (3.9 ounce) package instant chocolate pudding mix; 1/2 cup water; 1 (14 ounce) can sweetened condensed milk; 1 (8 ounce) container frozen whipped topping, thawed; 1 (12 ounce) container frozen whipped topping, thawed; 1 (1.5 ounce) bar chocolate candy | Prepare brownie mix according to package directions and cool completely. Cut into 1 inch squares.; In a large bowl, combine pudding mix, water and sweetened condensed milk. Mix until smooth, then fold in 8 ounces whipped topping until no streaks remain.; In a trifle bowl or glass serving dish, place half of the brownies, half of the pudding mixture and half of the 12 ounce container of whipped topping. Repeat layers. Shave chocolate onto top layer for garnish. Refrigerate 8 hours before serving. | Home; Recipes; Desserts; Specialty Desserts; Trifles
Chocolate Crinkles II | 4K | 1472 | 4.6661434173584 | 5 h | 1 cup unsweetened cocoa powder; 2 cups white sugar; 1/2 cup vegetable oil; 4 eggs; 2 teaspoons vanilla extract; 2 cups all-purpose flour; 2 teaspoons baking powder; 1/2 teaspoon salt; 1/2 cup confectioners' sugar | In a medium bowl, mix together cocoa, white sugar, and vegetable oil. Beat in eggs one at a time, then stir in the vanilla. Combine the flour, baking powder, and salt; stir into the cocoa mixture. Cover dough, and chill for at least 4 hours.; Preheat oven to 350 degrees F (175 degrees C). Line cookie sheets with parchment paper. Roll dough into one inch balls. I like to use a number 50 size scoop. Coat each ball in confectioners' sugar before placing onto prepared cookie sheets.; Bake in preheated oven for 10 to 12 minutes. Let stand on the cookie sheet for a minute before transferring to wire racks to cool. | Home; Recipes; Desserts; Cookies; Chocolate Cookies
